name,native notation,kbsm,affine,arrow,mock,yamada,flip,mirror,unique,mutant,kiral,rotatable
7_1472,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e3 b2) d=X(f0 e0 c1 b3) e=X(d1 g0 f1 c2) f=X(d0 e2 h3 h2) g=X(e1 i0 h1 h0) h=X(g3 g2 f3 f2) i=V(g1) ['name'='7_1472'],-2*A**24 - A**22 + 3*A**20 + 3*A**18 - 3*A**16 - 4*A**14 + 2*A**12 + 4*A**10 - 2*A**6 + A**2,-3*t + 6 - 3/t,-2*A**30*L1 - A**28 + 3*A**26*L1 + 3*A**24 - 3*A**22*L1 - 4*A**20 + 2*A**18*L1 + 4*A**16 - 2*A**12 + A**8,w**4 - 2*w**3 - 3*w**2 + 3*w + 4 - 3/w - 4/w**2 + 2/w**3 + 3/w**4,-A**27 + A**25 - 2*A**24 - A**23 + 5*A**22 - A**21 - 5*A**20 + 7*A**19 + 3*A**18 - 9*A**17 + 5*A**16 + 4*A**15 - 5*A**14 + A**13 + 2*A**12 + 2*A**11 - 7*A**10 + A**9 + 6*A**8 - 8*A**7 - A**6 + 7*A**5 - 5*A**4 - 4*A**3 + 3*A**2 - A - 3,7_1472,7_1484,False,False,True,unlikely
5_107,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e3 e1 f0) d=X(f3 f2 b3 b2) e=X(f1 c2 g0 c1) f=X(c3 e0 d1 d0) g=V(e2) ['name'='5_107'],A**20 - 2*A**16 - A**14 + 2*A**12 + A**10 - A**8 - A**6 + A**4 + A**2,-2*t + 4 - 2/t,A**20 - 2*A**16 - A**14*L1 + 2*A**12 + A**10*L1 - A**8 - A**6*L1 + A**4 + A**2*L1,-w**4 - w**3 + 2*w**2 + w - 2 - 1/w + 2/w**2 + w**(-3),A**21 - A**20 + 2*A**18 - 3*A**17 + A**15 - A**14 + A**13 + A**11 - A**10 - A**9 + A**8 - A**7 - 2*A**6 + A**5 - A**4 - 2*A**3 - 1,5_107,5_109,False,False,True,unlikely
6_435,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 d1 b2) d=X(b3 c2 f3 e0) e=X(d3 f2 g3 c1) f=X(g1 g0 e1 d2) g=X(f1 f0 h0 e2) h=V(g2) ['name'='6_435'],-A**24 + 2*A**20 - 3*A**16 - A**14 + 4*A**12 + 2*A**10 - 2*A**8 - 2*A**6 + A**4 + A**2,-t + 2 - 1/t,-A**24 + 2*A**20 - 3*A**16 - A**14*L1 + 4*A**12 + 2*A**10*L1 - 2*A**8 - 2*A**6*L1 + A**4 + A**2*L1,-w**4 - w**3 + 4*w**2 + 2*w - 5 - 2/w + 3/w**2 + w**(-3),-2*A**23 + A**22 + 3*A**21 - 4*A**20 + A**19 + 6*A**18 - 5*A**17 + 4*A**15 - 2*A**14 - A**12 + 2*A**11 - 3*A**10 - 4*A**9 + 4*A**8 - 2*A**7 - 5*A**6 + 4*A**5 - 4*A**3 + A**2 + A - 1,6_435,6_313,False,False,True,unlikely
7_1836,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f3 b2) d=X(b3 f2 g3 g2) e=X(g1 h0 f0 c1) f=X(e2 h2 d1 c2) g=X(h1 e0 d3 d2) h=X(e1 g0 f1 i0) i=V(h3) ['name'='7_1836'],A**22 - 2*A**18 - A**16 + 3*A**14 + 2*A**12 - 3*A**10 - 4*A**8 + A**6 + 3*A**4 + A**2,-3*t + 6 - 3/t,A**28 - 2*A**24 - A**22*L1 + 3*A**20 + 2*A**18*L1 - 3*A**16 - 4*A**14*L1 + A**12 + 3*A**10*L1 + A**8,-w**4 - w**3 + 3*w**2 + 2*w - 4 - 4/w + 2/w**2 + 3/w**3 + w**(-4),-A**26 + A**25 + 2*A**24 - 3*A**23 - A**22 + 6*A**21 - 3*A**20 - 6*A**19 + 7*A**18 - A**17 - 4*A**16 + 3*A**15 + A**14 - A**13 - 4*A**12 + 4*A**11 + 2*A**10 - 6*A**9 + 5*A**8 + 5*A**7 - 6*A**6 + A**5 + 4*A**4 - A**3 - A**2 + 2*A + 1,7_1836,7_1560,False,False,True,unlikely
7_407,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e3 f3 g0) d=X(g3 g2 b3 b2) e=X(h3 h2 i0 c1) f=X(h1 h0 g1 c2) g=X(c3 f2 d1 d0) h=X(f1 f0 e1 e0) i=V(e2) ['name'='7_407'],A**26 - 2*A**22 + 3*A**18 - 3*A**14 - A**12 + 3*A**10 + A**8 - 2*A**6 - A**4 + A**2 + 1,-2*t + 4 - 2/t,A**20 - 2*A**16 + 3*A**12 - 3*A**8 - A**6*L1 + 3*A**4 + A**2*L1 - 2 - L1/A**2 + A**(-4) + L1/A**6,-2*w**4 - w**3 + 4*w**2 + w - 4 - 1/w + 4/w**2 + w**(-3) - 1/w**4,-A**26 + 2*A**25 - A**24 - 2*A**23 + 4*A**22 - 3*A**21 - A**20 + 4*A**19 - A**18 - A**17 - A**16 + A**15 - 2*A**14 - 3*A**13 + 2*A**12 - 3*A**10 + 2*A**9 + 2*A**8 - 3*A**7 + 2*A**5 - 2*A**4 - A**3 + A**2 - 1,7_407,7_861,False,False,True,unlikely
7_1545,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 g3) e=X(c1 g2 g1 h0) f=X(h3 h2 g0 d2) g=X(f2 e2 e1 d3) h=X(e3 i0 f1 f0) i=V(h1) ['name'='7_1545'],2*A**20 + A**18 - 3*A**16 - 3*A**14 + 2*A**12 + 3*A**10 - 2*A**6 + A**2,-t + 2 - 1/t,A**8*L2 + A**8 + A**6*L1 - 2*A**4*L2 - A**4 - 3*A**2*L1 + L2 + 1 + 3*L1/A**2 - 2*L1/A**6 + L1/A**10,w**3 - w**2 - 3*w + 3 + 3/w - 2/w**2 - 2/w**3 + w**(-4) + w**(-5),-A**25 - A**24 + 2*A**23 + A**22 - 2*A**21 + 5*A**19 - A**18 - 5*A**17 + 4*A**16 - A**15 - 5*A**14 + A**13 - A**11 - 3*A**10 + 3*A**9 + A**8 - 5*A**7 + 3*A**6 + 3*A**5 - 4*A**4 - A**3 + 3*A**2 - 2,7_1545,7_1448,False,False,True,unlikely
7_1934,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 e3 f3 c1) e=X(c2 g0 g3 d1) f=X(h3 h2 g1 d2) g=X(e1 f2 h0 e2) h=X(g2 i0 f1 f0) i=V(h1) ['name'='7_1934'],A**21 - A**19 - 4*A**17 - A**15 + 5*A**13 + 4*A**11 - 3*A**9 - 5*A**7 + 2*A**3 + A,2*t - 4 + 2/t,-L1/A**6 + A**(-8) + 4*L1/A**10 + L2/A**12 - 5*L1/A**14 - 3*L2/A**16 - 1/A**16 + 3*L1/A**18 + 3*L2/A**20 + 2/A**20 - L2/A**24 - 1/A**24 - L1/A**26,-w**5 + 4*w**3 + 4*w**2 - 4*w - 5 + 2/w + 2/w**2 - 1/w**3,A**27 - 3*A**25 + 4*A**24 + 5*A**23 - 11*A**22 + 4*A**21 + 13*A**20 - 10*A**19 + A**18 + 11*A**17 - 4*A**16 - 3*A**15 + A**14 + 5*A**13 - 7*A**12 - 6*A**11 + 11*A**10 - 5*A**9 - 10*A**8 + 11*A**7 + 2*A**6 - 9*A**5 + 4*A**4 + 4*A**3 - 3*A**2 - A + 1,7_1934,7_1093,False,False,True,unlikely
7_164,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 e0 f3) d=X(b2 f2 g3 h0) e=X(c2 h3 g1 f0) f=X(e3 g0 d1 c3) g=X(f1 e2 h1 d2) h=X(d3 g2 i0 e1) i=V(h2) ['name'='7_164'],-A**20 - A**18 + 2*A**16 + 3*A**14 - 3*A**10 - A**8 + 2*A**6 + A**4 - A**2,t - 2 + 1/t,-A**8*L2 - A**6*L1 + 2*A**4*L2 + 3*A**2*L1 - L2 + 1 - 3*L1/A**2 - 1/A**4 + 2*L1/A**6 + A**(-8) - L1/A**10,-w**3 + 3*w + 1 - 3/w + w**(-2) + 2/w**3 - 1/w**4 - 1/w**5,A**24 - A**23 - A**22 + 3*A**21 - 3*A**19 + 2*A**17 - 3*A**16 - 2*A**15 + 3*A**14 - 2*A**13 - 2*A**12 + 2*A**11 - A**9 - 2*A**8 + 3*A**7 - 2*A**6 - 4*A**5 + 3*A**4 - 2*A**2 + A + 1,7_164,7_467,False,False,True,unlikely
6_42,a=V(b0) b=X(a0 c0 d3 c1) c=X(b1 b3 e0 f0) d=X(f3 f2 e1 b2) e=X(c2 d2 g3 g2) f=X(c3 g1 d1 d0) g=X(h0 f1 e3 e2) h=V(g0) ['name'='6_42'],-A**17 - A**15 + 2*A**13 + 2*A**11 - A**9 - 3*A**7 - A**5 + A**3 + A,t - 2 + 1/t,A**2*L1 + 1 - 2*L1/A**2 - 2/A**4 + L1/A**6 + 3/A**8 + L1/A**10 - 1/A**12 - L1/A**14,-w**3 - w**2 + 2*w + 4 - 2/w**2 - 1/w**3,A**25 + A**24 - A**23 - 2*A**22 + A**21 - 4*A**19 + A**18 + A**17 - 3*A**16 + A**13 - 2*A**12 + A**11 + 2*A**10 - 3*A**9 + 2*A**7 - 2*A**6 - 2*A**5 + A**4 + A**3 - A**2 + 1,6_42,6_87,False,False,True,unlikely
7_888,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f0 c1) e=X(g3 g2 d1 c2) f=X(d2 h0 h3 g0) g=X(f3 h2 e1 e0) h=X(f1 i0 g1 f2) i=V(h1) ['name'='7_888'],A**22 - 2*A**18 - A**16 + 4*A**14 + 2*A**12 - 4*A**10 - 4*A**8 + 2*A**6 + 4*A**4 - 1,-2*t + 4 - 2/t,A**16 - 2*A**12 - A**10*L1 + 4*A**8 + 2*A**6*L1 - 4*A**4 - 4*A**2*L1 + 2 + 4*L1/A**2 - L1/A**6,w**4 + w**3 - 5*w**2 - 5*w + 6 + 5/w - 1/w**2 - 1/w**3,A**27 - A**26 - 2*A**25 + 4*A**24 - A**23 - 7*A**22 + 8*A**21 + 3*A**20 - 10*A**19 + 5*A**18 + 4*A**17 - 6*A**16 - A**15 + A**14 + A**13 - 7*A**12 + 8*A**10 - 8*A**9 - A**8 + 10*A**7 - 5*A**6 - 4*A**5 + 4*A**4 - 3*A**2 + 1,7_888,7_964,False,False,True,unlikely
6_287,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 f0 f3 g0) e=X(c1 g3 f1 c2) f=X(d1 e2 g1 d2) g=X(d3 f2 h0 e1) h=V(g2) ['name'='6_287'],A**22 - A**18 + 3*A**14 + A**12 - 3*A**10 - 2*A**8 + 2*A**6 + 2*A**4 - A**2 - 1,t - 2 + 1/t,A**(-8) - 1/A**12 + 3/A**16 + L1/A**18 - 3/A**20 - 2*L1/A**22 + 2/A**24 + 2*L1/A**26 - 1/A**28 - L1/A**30,2*w**4 + w**3 - 3*w**2 - 2*w + 3 + 2/w - 2/w**2 - 1/w**3 + w**(-4),2*A**23 + A**22 - A**21 + 3*A**20 + 4*A**19 - 3*A**18 + 2*A**17 + 4*A**16 - 3*A**15 + 2*A**13 - 2*A**12 - A**11 - 2*A**10 + 2*A**9 - 2*A**8 - 3*A**7 + 5*A**6 - 2*A**5 - 3*A**4 + 3*A**3 - A + 1,6_287,6_127,False,False,True,unlikely
6_44,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f0 c1) e=X(f3 g0 d1 c2) f=X(d2 g2 g1 e0) g=X(e1 f2 f1 h0) h=V(g3) ['name'='6_44'],-A**19 + 2*A**15 + A**13 - 3*A**11 - 3*A**9 + A**7 + 3*A**5 - A,0,A**4 - 2 - L1/A**2 + 3/A**4 + 3*L1/A**6 - 1/A**8 - 3*L1/A**10 + L1/A**14,-w**4 - w**3 + 3*w**2 + 3*w - 2 - 3/w + w**(-2) + w**(-3),-A**24 + 2*A**22 - A**21 - 2*A**20 + 5*A**19 + 2*A**18 - 3*A**17 + 4*A**16 + 2*A**15 - 3*A**14 + A**13 + A**11 - 3*A**10 + A**9 + 3*A**8 - 5*A**7 + A**6 + 4*A**5 - 2*A**4 - A**3 + 2*A**2 - 1,6_44,6_439,False,False,True,unlikely
7_166,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 e3 f3) d=X(b2 f2 e1 e0) e=X(d3 d2 g3 c2) f=X(h3 h2 d1 c3) g=X(h1 h0 i0 e2) h=X(g1 g0 f1 f0) i=V(g2) ['name'='7_166'],A**22 + A**20 - 2*A**18 - 3*A**16 + A**14 + 4*A**12 + A**10 - 3*A**8 - A**6 + A**4 + A**2,t**2 - 2 + t**(-2),A**16*L2 + A**14*L1 - 2*A**12*L2 - 3*A**10*L1 + 2*A**8*L2 - A**8 + 4*A**6*L1 - A**4*L2 + 2*A**4 - 3*A**2*L1 - 1 + L1/A**2 + A**(-4),w**3 - 3*w + 1 + 4/w - 3/w**3 + w**(-5),-A**26 + 2*A**25 + A**24 - 4*A**23 + 2*A**22 + 4*A**21 - 5*A**20 + 6*A**18 - 5*A**17 - A**16 + 3*A**15 - 2*A**14 - A**13 - 2*A**12 + 5*A**11 - A**10 - 3*A**9 + 8*A**8 - 4*A**6 + 5*A**5 + A**4 - 2*A**3 + A**2 - 1,7_166,7_1855,False,False,True,unlikely
7_1166,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e3 f0 g0) d=X(g3 e0 b3 b2) e=X(d1 h0 i3 c1) f=V(c2) g=X(c3 i2 h1 d0) h=X(e1 g2 i1 i0) i=X(h3 h2 g1 e2) ['name'='7_1166'],A**28 + A**26 - 2*A**24 - 2*A**22 + 3*A**20 + 3*A**18 - 3*A**16 - 4*A**14 + 2*A**12 + 4*A**10 - A**8 - 2*A**6 + A**2,2*t - 4 + 2/t,A**10*L1 + A**8 - 2*A**6*L1 - 2*A**4 + 3*A**2*L1 + 3 - 3*L1/A**2 - 4/A**4 + 2*L1/A**6 + 4/A**8 - L1/A**10 - 2/A**12 + A**(-16),-w**3 - 2*w**2 + 5*w + 8 - 5/w - 6/w**2 + w**(-3) + w**(-4),A**27 - A**26 + 3*A**24 - 4*A**23 - A**22 + 8*A**21 - 6*A**20 - 3*A**19 + 9*A**18 - 4*A**17 - 2*A**16 + 5*A**15 - 3*A**12 + 4*A**11 + A**10 - 8*A**9 + 7*A**8 + 3*A**7 - 8*A**6 + 5*A**5 + 3*A**4 - 4*A**3 + A**2 + A - 1,7_1166,7_1770,False,False,True,unlikely
7_170,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f3 f2 c1 b3) e=X(c2 g0 h0 f0) f=X(e3 g1 d1 d0) g=X(e1 f1 h3 h2) h=X(e2 i0 g3 g2) i=V(h1) ['name'='7_170'],-A**20 - 2*A**18 + 3*A**14 + 3*A**12 - A**10 - 3*A**8 - A**6 + A**4 + A**2 + 1,-2*t + 4 - 2/t,-A**32 - 2*A**30*L1 - A**28*L2 + A**28 + 3*A**26*L1 + 3*A**24*L2 - A**22*L1 - 3*A**20*L2 - A**18*L1 + A**16*L2 + A**14*L1 + A**12,w**4 - 2*w**3 - 2*w**2 + 3*w + 2 - 1/w - 1/w**2 - 1/w**3 + w**(-5) + w**(-6),-A**29 + 2*A**27 - A**26 - 3*A**25 + 3*A**24 + A**23 - 4*A**22 + 5*A**20 - A**19 - A**18 + 4*A**17 + A**16 - A**14 + 4*A**13 - 3*A**12 - 4*A**11 + 4*A**10 - 3*A**9 - 5*A**8 - A**5 - 2*A**4 + A**3 + A**2 - A - 1,7_170,7_1410,False,False,True,unlikely
7_1735,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(g3 f0 d1 c2) f=X(e1 g2 h0 d2) g=X(h3 h2 f1 e0) h=X(f2 i0 g1 g0) i=V(h1) ['name'='7_1735'],-A**25 + 3*A**21 + A**19 - 5*A**17 - 4*A**15 + 5*A**13 + 7*A**11 - A**9 - 6*A**7 - 2*A**5 + A**3 + A,-t**2 + 2 - 1/t**2,A**22*L1 - 3*A**18*L1 - A**16*L2 + 5*A**14*L1 + 3*A**12*L2 + A**12 - 5*A**10*L1 - 5*A**8*L2 - 2*A**8 + A**6*L1 + 4*A**4*L2 + 2*A**4 + 2*A**2*L1 - L2 - L1/A**2,-w**5 - w**4 + 4*w**3 + 4*w**2 - 6*w - 6 + 3/w + 6/w**2 + w**(-3) - 2/w**4 - 1/w**5,2*A**27 - 2*A**26 - 6*A**25 + 10*A**24 + 4*A**23 - 19*A**22 + 11*A**21 + 15*A**20 - 23*A**19 + 2*A**18 + 15*A**17 - 10*A**16 - 6*A**15 + 6*A**14 + 8*A**13 - 13*A**12 - 4*A**11 + 20*A**10 - 13*A**9 - 14*A**8 + 21*A**7 - 2*A**6 - 15*A**5 + 8*A**4 + 5*A**3 - 7*A**2 - A + 2,7_1735,7_1840,False,False,True,unlikely
6_45,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f0 e1 c1 b3) e=X(c2 d1 f3 g0) f=X(d0 g3 g1 e2) g=X(e3 f2 h0 f1) h=V(g2) ['name'='6_45'],A**17 + A**15 - A**13 - 2*A**11 - A**9 + 2*A**7 + A**5 - A**3 - A,-t**2 - t + 4 - 1/t - 1/t**2,-A**20*L2 - A**18*L1 + A**16*L2 + 2*A**14*L1 + A**12 - 2*A**10*L1 - A**8 + A**6*L1 + A**4,-2*w + 3/w + w**(-2) - 1/w**3,A**22 - A**20 + A**18 - A**17 - A**16 + 2*A**15 - A**13 + 2*A**12 - 2*A**10 - A**8 - 2*A**6 + A**5 + A**4 - 3*A**3 - 2,6_45,6_359,False,False,True,unlikely
5_105,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(f1 f0 d1 c2) f=X(e1 e0 g0 d2) g=V(f2) ['name'='5_105'],-A**18 + 2*A**14 + A**12 - 2*A**10 - 2*A**8 + 2*A**6 + 2*A**4 - 1,t - 2 + 1/t,-A**12 + 2*A**8 + A**6*L1 - 2*A**4 - 2*A**2*L1 + 2 + 2*L1/A**2 - L1/A**6,w**4 + w**3 - 2*w**2 - 2*w + 3 + 2/w - 1/w**2 - 1/w**3,A**20 - A**19 - 2*A**18 + 3*A**17 - 3*A**15 + 3*A**14 - 2*A**12 + A**11 - A**10 - 3*A**8 + A**6 - 4*A**5 + 2*A**3 - 3*A**2 + 2,5_105,5_51,False,False,True,unlikely
7_1909,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 g3 c1) e=X(g2 h0 f1 c2) f=X(d1 e2 i3 i2) g=X(i1 i0 e0 d2) h=V(e1) i=X(g1 g0 f3 f2) ['name'='7_1909'],-A**25 + 2*A**21 + 2*A**19 - 2*A**17 - 3*A**15 + A**13 + 3*A**11 - A**9 - 3*A**7 - A**5 + A**3 + A,-2*t + 4 - 2/t,A**16 - 2*A**12 - 2*A**10*L1 + 2*A**8 + 3*A**6*L1 - A**4 - 3*A**2*L1 + 1 + 3*L1/A**2 + A**(-4) - L1/A**6 - 1/A**8,-w**6 - 2*w**5 + w**4 + 3*w**3 - w**2 - 3*w + 2 + 3/w - 1/w**3,-A**25 + A**24 + 3*A**23 - 4*A**22 + 7*A**20 - 6*A**19 - 2*A**18 + 5*A**17 - 3*A**16 - 2*A**15 - A**14 + 2*A**13 - 4*A**12 - 4*A**11 + 5*A**10 - A**9 - 5*A**8 + 5*A**7 + 2*A**6 - 5*A**5 + A**4 + 3*A**3 - 2*A**2 - A + 1,7_1909,7_626,False,False,True,unlikely
7_885,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 f3 d0) d=X(c3 e1 b3 b2) e=X(c1 d1 g3 f0) f=X(e3 g2 h3 c2) g=X(h1 h0 f1 e2) h=X(g1 g0 i0 f2) i=V(h2) ['name'='7_885'],A**28 + A**26 - 3*A**24 - 3*A**22 + 3*A**20 + 5*A**18 - 2*A**16 - 5*A**14 + A**12 + 4*A**10 - 2*A**6 + A**2,-t + 2 - 1/t,A**22*L1 + A**20 - 3*A**18*L1 - 3*A**16 + 3*A**14*L1 + 5*A**12 - 2*A**10*L1 - 5*A**8 + A**6*L1 + 4*A**4 - 2 + A**(-4),-w**4 + w**3 + 4*w**2 - 4*w - 7 + 4/w + 7/w**2 - 1/w**3 - 2/w**4,-A**26 + 2*A**25 + A**24 - 6*A**23 + 4*A**22 + 6*A**21 - 11*A**20 + 2*A**19 + 10*A**18 - 10*A**17 + 7*A**15 - 3*A**14 - 2*A**13 - A**12 + 6*A**11 - 5*A**10 - 7*A**9 + 11*A**8 - 4*A**7 - 10*A**6 + 9*A**5 - 6*A**3 + 3*A**2 + A - 2,7_885,7_1645,False,False,True,unlikely
7_298,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 e2 f0 g0) e=X(c1 h3 d1 c2) f=X(d2 h2 g1 i0) g=X(d3 f2 h1 h0) h=X(g3 g2 f1 e1) i=V(f3) ['name'='7_298'],-A**26 - A**24 + A**22 + 2*A**20 - 3*A**16 + 3*A**12 + A**10 - 2*A**8 - A**6 + A**4 + A**2,-2*t + 4 - 2/t,-A**32 - A**30*L1 + A**28 + 2*A**26*L1 - 3*A**22*L1 + 3*A**18*L1 + A**16 - 2*A**14*L1 - A**12 + A**10*L1 + A**8,-2*w**3 + w**2 + 4*w - 1 - 4/w - 1/w**2 + 2/w**3 + 2/w**4,-A**27 + A**25 - A**24 - 2*A**23 + 3*A**22 + 2*A**21 - 3*A**20 + 2*A**19 + 4*A**18 - 4*A**17 + 3*A**15 - 2*A**14 + 3*A**11 - 3*A**10 - 2*A**9 + 4*A**8 - 4*A**7 - 4*A**6 + 2*A**5 - A**4 - 2*A**3 - 1,7_298,7_1143,False,False,True,unlikely
7_1583,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f3 f2 c1 b3) e=X(c2 f1 g3 g2) f=X(h3 e1 d1 d0) g=X(h1 h0 e3 e2) h=X(g1 g0 i0 f0) i=V(h2) ['name'='7_1583'],A**22 + A**20 - 2*A**18 - 3*A**16 + 2*A**14 + 5*A**12 - 4*A**8 - 2*A**6 + 2*A**4 + A**2,t - 2 + 1/t,A**10*L1 + A**8 - 2*A**6*L1 - 3*A**4 + 2*A**2*L1 + 5 - 4/A**4 - 2*L1/A**6 + 2/A**8 + L1/A**10,w**5 + w**4 - 2*w**3 - 3*w**2 + 2*w + 6 - 4/w**2 - 2/w**3 + w**(-4) + w**(-5),2*A**25 - A**24 - 4*A**23 + 4*A**22 + 3*A**21 - 8*A**20 + 3*A**19 + 8*A**18 - 8*A**17 + 6*A**15 - 3*A**14 - A**13 + A**12 + 6*A**11 - 4*A**10 - 3*A**9 + 10*A**8 - 4*A**7 - 6*A**6 + 7*A**5 - 5*A**3 + 2*A**2 + 2*A - 1,7_1583,7_103,False,False,True,unlikely
7_179,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f3 f2 c1 b3) e=X(c2 g3 h3 h2) f=X(g1 g0 d1 d0) g=X(f1 f0 h1 e1) h=X(i0 g2 e3 e2) i=V(h0) ['name'='7_179'],A**22 + A**20 - 2*A**18 - 4*A**16 + A**14 + 5*A**12 + A**10 - 3*A**8 - 2*A**6 + 2*A**4 + A**2,0,A**22*L1 + A**20 - 2*A**18*L1 - 4*A**16 + A**14*L1 + 5*A**12 + A**10*L1 - 3*A**8 - 2*A**6*L1 + 2*A**4 + A**2*L1,-w**4 + 4*w**2 - 5 + 4/w**2 - 1/w**4,-A**26 + A**25 + A**24 - 4*A**23 + 2*A**22 + 6*A**21 - 7*A**20 + 10*A**18 - 7*A**17 - 2*A**16 + 4*A**15 - 4*A**14 - 3*A**13 - 2*A**12 + 6*A**11 - A**10 - 4*A**9 + 10*A**8 + A**7 - 7*A**6 + 7*A**5 + 2*A**4 - 5*A**3 + 2*A**2 + 2*A - 1,7_179,7_1696,False,False,True,unlikely
7_868,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 e3 b2) d=X(f0 g0 e1 b3) e=X(c1 d2 h3 c2) f=X(d0 h2 g1 i0) g=X(d1 f2 h1 h0) h=X(g3 g2 f1 e2) i=V(f3) ['name'='7_868'],2*A**22 + A**20 - 3*A**18 - 3*A**16 + 3*A**14 + 5*A**12 - A**10 - 4*A**8 + 2*A**4 - 1,t**2 + 2*t - 6 + 2/t + t**(-2),L2/A**8 + A**(-8) + L1/A**10 - 2*L2/A**12 - 1/A**12 - 3*L1/A**14 + 2*L2/A**16 + A**(-16) + 5*L1/A**18 - L2/A**20 - 4*L1/A**22 + 2*L1/A**26 - L1/A**30,2*w**4 + 2*w**3 - 2*w**2 - 4*w + 2 + 5/w - 2/w**2 - 4/w**3 + w**(-4) + w**(-5),A**27 - 2*A**25 + A**24 + 4*A**23 - 3*A**22 - 2*A**21 + 8*A**20 - 7*A**18 + 7*A**17 + 4*A**16 - 8*A**15 + 3*A**14 + 5*A**13 - 4*A**12 - A**11 + 2*A**10 + 4*A**9 - 8*A**8 + 9*A**6 - 8*A**5 - 2*A**4 + 6*A**3 - 3*A**2 - 2*A + 2,7_868,7_524,False,False,True,unlikely
6_398,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f0 b2) d=X(b3 f3 g3 g2) e=X(g1 g0 f1 c1) f=X(c2 e2 h0 d1) g=X(e1 e0 d3 d2) h=V(f2) ['name'='6_398'],A**19 - A**15 + A**11 - A**9 - 2*A**7 - A**5 + A**3 + A,t**2 - t - 1/t + t**(-2),-A**10*L1 + A**6*L1 - A**2*L1 + 1 + 2*L1/A**2 + L2/A**4 - L1/A**6 - L2/A**8,-w**5 - w**4 + w**3 + w**2 - w + 1 + 2/w - 1/w**3,A**20 - A**19 + A**17 - A**16 - A**14 - 2*A**12 - A**11 - A**9 - A**8 - A**6 - A**5 + A**3 + 1,6_398,6_198,False,False,True,unlikely
7_187,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f3 b2) d=X(b3 g0 g3 e0) e=X(d3 h0 f0 c1) f=X(e2 h2 g1 c2) g=X(d1 f2 h1 d2) h=X(e1 g2 f1 i0) i=V(h3) ['name'='7_187'],-A**20 + 2*A**16 + A**14 - 3*A**12 - 3*A**10 + 2*A**8 + 5*A**6 + A**4 - 2*A**2 - 1,-t + 2 - 1/t,-A**14*L1 + 2*A**10*L1 + A**8 - 3*A**6*L1 - A**4*L2 - 2*A**4 + 2*A**2*L1 + 2*L2 + 3 + L1/A**2 - L2/A**4 - 1/A**4 - L1/A**6,-2*w**3 - 2*w**2 + 3*w + 5 - 1/w - 3/w**2 + w**(-4),A**26 - 2*A**24 + 4*A**22 - 2*A**21 - 5*A**20 + 7*A**19 + A**18 - 8*A**17 + 5*A**16 + 2*A**15 - 6*A**14 - 6*A**10 + 2*A**9 + 5*A**8 - 8*A**7 + 7*A**5 - 4*A**4 - 2*A**3 + 4*A**2 - 1,7_187,7_1267,False,False,True,unlikely
