name,native notation,kbsm,affine,arrow,mock,yamada,flip,mirror,unique,mutant,kiral,rotatable
7_698,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(g0 f0 d1 c2) f=X(e1 h0 h3 d2) g=X(e0 h2 h1 i0) h=X(f1 g2 g1 f2) i=V(g3) ['name'='7_698'],A**24 + A**22 - A**20 - 4*A**18 - A**16 + 5*A**14 + 3*A**12 - 3*A**10 - 4*A**8 + 2*A**6 + 3*A**4 - 1,-t**2 + t + 1/t - 1/t**2,A**18*L1 + A**16 - A**14*L1 - A**12*L2 - 3*A**12 - A**10*L1 + A**8*L2 + 4*A**8 + 3*A**6*L1 - 3*A**4 - 4*A**2*L1 + 2 + 3*L1/A**2 - L1/A**6,w**4 + w**3 - 4*w**2 - 3*w + 7 + 4/w - 3/w**2 - 2/w**3,A**27 - 3*A**25 + A**24 + 5*A**23 - 5*A**22 - 5*A**21 + 10*A**20 - 11*A**18 + 9*A**17 + 6*A**16 - 12*A**15 + 2*A**14 + 5*A**13 - 6*A**12 - 4*A**11 + 3*A**10 + 6*A**9 - 10*A**8 + 13*A**6 - 10*A**5 - 5*A**4 + 9*A**3 - 4*A**2 - 3*A + 2,7_698,7_429,False,False,True,unlikely
7_1433,a=V(b0) b=X(a0 c0 d3 e0) c=X(b1 e3 f3 d0) d=X(c3 f2 g3 b2) e=X(b3 g2 h3 c1) f=X(h1 g0 d1 c2) g=X(f1 h0 e1 d2) h=X(g1 f0 i0 e2) i=V(h2) ['name'='7_1433'],A**28 - 4*A**24 - A**22 + 6*A**20 + 4*A**18 - 6*A**16 - 5*A**14 + 5*A**12 + 6*A**10 - 2*A**8 - 4*A**6 + A**2,0,A**10*L1 - 4*A**6*L1 - A**4 + 6*A**2*L1 + 4 - 6*L1/A**2 - 5/A**4 + 5*L1/A**6 + 6/A**8 - 2*L1/A**10 - 4/A**12 + A**(-16),w**5 + w**4 - 4*w**3 - 3*w**2 + 7*w + 6 - 7/w - 6/w**2 + 4/w**3 + 4/w**4 - 1/w**5 - 1/w**6,-A**26 + 4*A**25 + A**24 - 14*A**23 + 9*A**22 + 14*A**21 - 25*A**20 + 4*A**19 + 23*A**18 - 19*A**17 - 3*A**16 + 17*A**15 - 3*A**14 - 6*A**13 + A**12 + 15*A**11 - 9*A**10 - 14*A**9 + 25*A**8 - 5*A**7 - 23*A**6 + 19*A**5 + 4*A**4 - 15*A**3 + 5*A**2 + 4*A - 2,7_1433,7_551,False,False,True,unlikely
7_1504,a=V(b0) b=X(a0 c0 d3 c1) c=X(b1 b3 d2 e0) d=X(f3 e1 c2 b2) e=X(c3 d1 g3 f0) f=X(e3 g2 h0 d0) g=X(h3 h2 f1 e2) h=X(f2 i0 g1 g0) i=V(h1) ['name'='7_1504'],A**20 - 2*A**16 + 4*A**12 + 3*A**10 - 2*A**8 - 4*A**6 - A**4 + A**2 + 1,t**2 + 2*t - 6 + 2/t + t**(-2),A**(-4) - 2/A**8 + L2/A**12 + 3/A**12 + 3*L1/A**14 - L2/A**16 - 1/A**16 - 4*L1/A**18 - 1/A**20 + L1/A**22 + A**(-24),3*w**2 + 3*w - 3 - 4/w + w**(-2) + w**(-3),A**25 + 2*A**24 - A**23 - 2*A**22 + 6*A**21 - 7*A**19 + 5*A**18 + 2*A**17 - 5*A**16 + 3*A**15 + 2*A**14 + A**13 - 3*A**12 + 3*A**11 + 4*A**10 - 6*A**9 + 2*A**8 + 5*A**7 - 5*A**6 - 3*A**5 + 4*A**4 - A**3 - 3*A**2 + A + 1,7_1504,7_51,False,False,True,unlikely
7_375,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f0 c1) e=X(g0 f1 d1 c2) f=X(d2 e1 g3 h0) g=X(e0 h3 h1 f2) h=X(f3 g2 i0 g1) i=V(h2) ['name'='7_375'],-A**20 + 2*A**16 + 2*A**14 - 3*A**12 - 4*A**10 + A**8 + 5*A**6 + 2*A**4 - 2*A**2 - 1,-2*t + 4 - 2/t,-A**14*L1 + 2*A**10*L1 + 2*A**8 - 3*A**6*L1 - 4*A**4 + A**2*L1 + 5 + 2*L1/A**2 - 2/A**4 - L1/A**6,-2*w**3 - 3*w**2 + 2*w + 6 - 3/w**2 + w**(-4),-A**25 + A**24 + 3*A**23 - 3*A**22 - 3*A**21 + 7*A**20 - 8*A**18 + 6*A**17 + 3*A**16 - 9*A**15 + 2*A**14 + 3*A**13 - 5*A**12 - 2*A**11 + A**10 + 4*A**9 - 7*A**8 + 9*A**6 - 8*A**5 - 3*A**4 + 7*A**3 - 3*A**2 - 2*A + 2,7_375,7_738,False,False,True,unlikely
7_1114,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 g0 c1) e=X(h3 f2 f1 c2) f=X(d1 e2 e1 g1) g=X(d2 f3 h1 h0) h=X(g3 g2 i0 e0) i=V(h2) ['name'='7_1114'],A**23 - 2*A**19 - 2*A**17 + 3*A**15 + 4*A**13 - A**11 - 4*A**9 - A**7 + 2*A**5 - A,-3*t + 6 - 3/t,-A**26*L1 + 2*A**22*L1 + 2*A**20 - 3*A**18*L1 - 4*A**16 + A**14*L1 + 4*A**12 + A**10*L1 - 2*A**8 + A**4,w**3 + 2*w**2 - 4*w - 6 + 2/w + 5/w**2 + w**(-3),A**24 - A**23 - 2*A**22 + 4*A**21 + A**20 - 6*A**19 + 2*A**18 + 4*A**17 - 6*A**16 - 2*A**15 + 6*A**14 - 3*A**13 - 2*A**12 + 4*A**11 + A**10 - A**9 - 2*A**8 + 7*A**7 - 2*A**6 - 6*A**5 + 7*A**4 - 4*A**2 + 4*A + 2,7_1114,7_1059,False,False,True,unlikely
6_423,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 e1) e=X(c1 d3 g3 f0) f=X(e3 g2 g1 d2) g=X(h0 f2 f1 e2) h=V(g0) ['name'='6_423'],A**22 - 2*A**18 - 2*A**16 + 3*A**14 + 3*A**12 - 2*A**10 - 3*A**8 + A**6 + 3*A**4 - 1,-2*t + 4 - 2/t,A**16 - 2*A**12 - 2*A**10*L1 + 3*A**8 + 3*A**6*L1 - 2*A**4 - 3*A**2*L1 + 1 + 3*L1/A**2 - L1/A**6,w**4 + w**3 - 4*w**2 - 5*w + 4 + 5/w - 1/w**3,2*A**23 - 4*A**21 + 3*A**20 + 2*A**19 - 7*A**18 + 2*A**17 + 4*A**16 - 6*A**15 + A**14 + 4*A**13 - A**12 - A**10 + 3*A**9 - 5*A**8 - 5*A**7 + 6*A**6 - 4*A**5 - 4*A**4 + 6*A**3 - A**2 - 2*A + 1,6_423,6_309,False,False,True,unlikely
6_138,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 f2) e=X(c1 g3 g1 f0) f=X(e3 g0 d3 d2) g=X(f1 e2 h0 e1) h=V(g2) ['name'='6_138'],-A**24 + 2*A**20 + A**18 - 3*A**16 - A**14 + 3*A**12 + 2*A**10 - 2*A**8 - 2*A**6 + A**4 + A**2,-2*t + 4 - 2/t,-A**18*L1 + 2*A**14*L1 + A**12 - 3*A**10*L1 - A**8 + 3*A**6*L1 + 2*A**4 - 2*A**2*L1 - 2 + L1/A**2 + A**(-4),w**3 - 5*w - 2 + 5/w + 4/w**2 - 1/w**3 - 1/w**4,A**24 - A**23 + 3*A**21 - 4*A**20 - A**19 + 5*A**18 - 4*A**17 - A**16 + 3*A**15 - 2*A**14 - A**12 + 2*A**11 - A**10 - 4*A**9 + 3*A**8 - A**7 - 5*A**6 + 3*A**5 + A**4 - 3*A**3 + A**2 + A - 1,6_138,6_186,False,False,True,unlikely
6_95,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 e3 f0) d=X(b2 f3 g3 g2) e=X(g1 g0 f1 c2) f=X(c3 e2 h0 d1) g=X(e1 e0 d3 d2) h=V(f2) ['name'='6_95'],-A**18 - A**16 + 2*A**14 + 2*A**12 - 2*A**10 - 3*A**8 + A**6 + 3*A**4 + A**2 - 1,-t**2 - t + 4 - 1/t - 1/t**2,-A**24*L2 - A**22*L1 + 2*A**20*L2 + 2*A**18*L1 - 2*A**16*L2 - 3*A**14*L1 + A**12*L2 + 3*A**10*L1 + A**8 - A**6*L1,-w**3 + w**2 + 2*w - 2 - 3/w + 2/w**2 + 3/w**3 - 1/w**5,-A**23 + 2*A**22 + A**21 - 4*A**20 + 2*A**19 + 3*A**18 - 5*A**17 + 2*A**16 + 3*A**15 - 2*A**14 + A**13 + 2*A**11 - 3*A**10 - 2*A**9 + 3*A**8 - 4*A**7 - 3*A**6 + 4*A**5 - 2*A**4 - 3*A**3 + A**2 - 1,6_95,6_72,False,False,True,unlikely
6_96,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 e3 e2) d=X(b2 f0 g3 g2) e=X(g1 f1 c3 c2) f=X(d1 e1 h0 g0) g=X(f3 e0 d3 d2) h=V(f2) ['name'='6_96'],A**16 + 2*A**14 - A**12 - 3*A**10 - A**8 + 3*A**6 + 2*A**4 - A**2 - 1,t - 2 + 1/t,L1/A**2 + 2/A**4 - L1/A**6 - 3/A**8 - L1/A**10 + 3/A**12 + 2*L1/A**14 - 1/A**16 - L1/A**18,w**3 + 3*w**2 - 4 - 2/w + 2/w**2 + w**(-3),-A**24 + A**23 + A**22 - 3*A**21 + A**20 + 2*A**19 - 5*A**18 + 2*A**16 - 4*A**15 - A**14 + A**13 - 2*A**12 - A**10 + 4*A**9 - 3*A**7 + 5*A**6 - 2*A**5 - 3*A**4 + 3*A**3 - A**2 - A + 1,6_96,6_224,False,False,True,unlikely
7_1319,a=V(b0) b=X(a0 c3 d3 d2) c=X(d1 e0 f3 b1) d=X(g0 c0 b3 b2) e=X(c1 g3 h0 f0) f=X(e3 i0 i3 c2) g=X(d0 i2 i1 e1) h=V(e2) i=X(f1 g2 g1 f2) ['name'='7_1319'],2*A**22 + 3*A**20 - A**18 - 5*A**16 - A**14 + 4*A**12 + 2*A**10 - 3*A**8 - 2*A**6 + A**4 + A**2,t**2 + 2*t - 6 + 2/t + t**(-2),L2/A**8 + A**(-8) + 3*L1/A**10 - L2/A**12 - 5*L1/A**14 - 1/A**16 + 4*L1/A**18 + 2/A**20 - 3*L1/A**22 - 2/A**24 + L1/A**26 + A**(-28),w**4 + 3*w**3 + w**2 - 5*w - 2 + 4/w + w**(-2) - 3/w**3 + w**(-5),-A**28 - A**27 + A**25 - 3*A**24 - 4*A**23 + 5*A**22 + 2*A**21 - 10*A**20 + 4*A**19 + 7*A**18 - 9*A**17 + A**16 + 7*A**15 - 4*A**14 - 2*A**13 + A**12 + 4*A**11 - 6*A**10 - 3*A**9 + 11*A**8 - 6*A**7 - 6*A**6 + 8*A**5 - 5*A**3 + 2*A**2 + 2*A - 1,7_1319,7_1881,False,False,True,unlikely
7_1204,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 f3 b2) d=X(f2 e2 e1 b3) e=X(c1 d2 d1 g3) f=X(g2 h0 d0 c2) g=X(h3 h2 f0 e3) h=X(f1 i0 g1 g0) i=V(h1) ['name'='7_1204'],2*A**16 + 2*A**14 - 2*A**12 - 4*A**10 + 4*A**6 + 2*A**4 - 2*A**2 - 1,2*t - 4 + 2/t,L2/A**8 + A**(-8) + 2*L1/A**10 - 2*L2/A**12 - 4*L1/A**14 + L2/A**16 - 1/A**16 + 4*L1/A**18 + 2/A**20 - 2*L1/A**22 - 1/A**24,w**4 + 2*w**3 + w**2 - 3*w - 1 + 3/w - 1/w**2 - 3/w**3 + w**(-4) + w**(-5),-A**26 - A**25 + A**24 + 2*A**23 - 2*A**22 - 3*A**21 + 4*A**20 + A**19 - 8*A**18 + 2*A**17 + 2*A**16 - 8*A**15 + 3*A**13 - 3*A**12 + 2*A**10 + 5*A**9 - 3*A**8 - A**7 + 8*A**6 - 5*A**5 - 4*A**4 + 5*A**3 - A**2 - 2*A + 1,7_1204,7_107,False,False,True,unlikely
7_654,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g0 h0 i3 c2) f=X(d1 i2 h1 d2) g=V(e0) h=X(e1 f2 i1 i0) i=X(h3 h2 f1 e2) ['name'='7_654'],-A**26 + 2*A**22 + A**20 - 3*A**18 - 3*A**16 + 3*A**14 + 4*A**12 - A**10 - 3*A**8 + A**6 + 2*A**4 - 1,t - 2 + 1/t,-A**20 + 2*A**16 + A**14*L1 - 3*A**12 - 3*A**10*L1 + 3*A**8 + 4*A**6*L1 - A**4 - 3*A**2*L1 + 1 + 2*L1/A**2 - L1/A**6,2*w**4 + 2*w**3 - 4*w**2 - 5*w + 4 + 5/w - 1/w**2 - 2/w**3,A**26 - A**25 - 3*A**24 + 3*A**23 + 3*A**22 - 6*A**21 + A**20 + 7*A**19 - 5*A**18 - 2*A**17 + 7*A**16 - 3*A**15 - 3*A**14 + 3*A**13 - 2*A**11 - 5*A**10 + 5*A**9 - 2*A**8 - 9*A**7 + 6*A**6 + A**5 - 6*A**4 + 3*A**3 + A**2 - A + 1,7_654,7_1461,False,False,True,unlikely
7_1265,a=V(b0) b=X(a0 c0 d3 e3) c=X(b1 e2 f3 d0) d=X(c3 g0 h3 b2) e=X(h2 f0 c1 b3) f=X(e1 g2 g1 c2) g=X(d1 f2 f1 h0) h=X(g3 i0 e0 d2) i=V(h1) ['name'='7_1265'],2*A**22 + A**20 - 4*A**18 - 4*A**16 + 4*A**14 + 6*A**12 - A**10 - 5*A**8 + 3*A**4 - 1,t**2 - 2 + t**(-2),A**4*L2 + A**4 + A**2*L1 - 2*L2 - 2 - 4*L1/A**2 + 2*L2/A**4 + 2/A**4 + 6*L1/A**6 - L2/A**8 - 5*L1/A**10 + 3*L1/A**14 - L1/A**18,-w**4 - 2*w**3 + 3*w**2 + 6*w - 3 - 7/w + 3/w**2 + 4/w**3 - 1/w**4 - 1/w**5,A**27 - A**26 - 3*A**25 + 3*A**24 + 5*A**23 - 6*A**22 - 3*A**21 + 12*A**20 - 2*A**19 - 13*A**18 + 10*A**17 + 5*A**16 - 13*A**15 + 5*A**14 + 8*A**13 - 6*A**12 - 2*A**11 + 6*A**10 + 6*A**9 - 11*A**8 + 2*A**7 + 14*A**6 - 12*A**5 - 4*A**4 + 11*A**3 - 4*A**2 - 4*A + 2,7_1265,7_227,False,False,True,unlikely
6_147,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 f0 b2) d=X(f3 g0 e1 b3) e=X(c1 d2 g3 g2) f=X(c2 g1 h0 d0) g=X(d1 f1 e3 e2) h=V(f2) ['name'='6_147'],-A**14 - A**12 + 2*A**8 + 2*A**6 - A**2,-t + 2 - 1/t,-A**14*L1 - A**12 + 2*A**8 + 2*A**6*L1 - A**2*L1,-w**3 - w**2 + 2 + 2/w - 1/w**3,-A**19 + A**17 + A**14 + A**13 + A**10 - A**9 - A**8 - 2*A**6 - A**5 - 2*A**4 - 2*A**2 - A + 1,6_147,6_373,False,False,True,unlikely
7_880,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g3 g2 f1 c2) f=X(d1 e2 h3 d2) g=X(h1 h0 e1 e0) h=X(g1 g0 i0 f2) i=V(h2) ['name'='7_880'],A**28 - 2*A**24 - A**22 + 4*A**20 + 3*A**18 - 3*A**16 - 4*A**14 + 2*A**12 + 3*A**10 - A**8 - 2*A**6 + A**2,-t + 2 - 1/t,A**4 - 2 - L1/A**2 + 4/A**4 + 3*L1/A**6 - 3/A**8 - 4*L1/A**10 + 2/A**12 + 3*L1/A**14 - 1/A**16 - 2*L1/A**18 + L1/A**22,-2*w**4 - 2*w**3 + 5*w**2 + 5*w - 4 - 5/w + 2/w**2 + 2/w**3,-A**26 + A**25 + 2*A**24 - 4*A**23 + A**22 + 8*A**21 - 6*A**20 - A**19 + 10*A**18 - 5*A**17 - 3*A**16 + 6*A**15 - A**14 - A**13 - 2*A**12 + 5*A**11 - A**10 - 8*A**9 + 8*A**8 + A**7 - 8*A**6 + 5*A**5 + 3*A**4 - 5*A**3 + A**2 + 2*A - 1,7_880,7_1129,False,False,True,unlikely
7_948,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f0 b2) d=X(b3 f3 g3 e0) e=X(d3 g2 g1 c1) f=X(c2 h0 h3 d1) g=X(h1 e2 e1 d2) h=X(f1 g0 i0 f2) i=V(h2) ['name'='7_948'],-A**24 + 2*A**20 - A**18 - 4*A**16 + 6*A**12 + 3*A**10 - 3*A**8 - 3*A**6 + A**4 + A**2,-t + 2 - 1/t,-A**24 + 2*A**20 - A**18*L1 - 4*A**16 + 6*A**12 + 3*A**10*L1 - 3*A**8 - 3*A**6*L1 + A**4 + A**2*L1,-w**4 - w**3 + 5*w**2 + 2*w - 7 - 2/w + 4/w**2 + w**(-3),-A**24 - 3*A**23 + 4*A**22 + 3*A**21 - 8*A**20 + 5*A**19 + 9*A**18 - 10*A**17 + 2*A**16 + 7*A**15 - 5*A**14 - A**13 + 3*A**11 - 7*A**10 - 4*A**9 + 8*A**8 - 6*A**7 - 7*A**6 + 9*A**5 - A**4 - 7*A**3 + 4*A**2 + 2*A - 2,7_948,7_1700,False,False,True,unlikely
7_410,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 d1 b2) d=X(b3 c2 f0 e0) e=X(d3 g3 f1 c1) f=X(d2 e2 h3 h2) g=X(h1 h0 i0 e1) h=X(g1 g0 f3 f2) i=V(g2) ['name'='7_410'],A**22 + A**20 - A**18 - 2*A**16 + 3*A**12 + A**10 - 2*A**8 - 2*A**6 + A**2 + 1,-t**2 + t + 1/t - 1/t**2,A**10*L1 + A**8 - A**6*L1 - 2*A**4 + 3 + L1/A**2 - 2/A**4 - 2*L1/A**6 - L2/A**8 + A**(-8) + L1/A**10 + L2/A**12,w**3 - w**2 - w + 4 - 2/w**2,-A**28 + A**26 - 2*A**24 + 2*A**23 + 2*A**22 - 5*A**21 + A**20 + 3*A**19 - 3*A**18 - A**17 + A**15 - 4*A**14 - A**13 + 3*A**12 - 4*A**11 - A**10 + 4*A**9 - 2*A**7 + 2*A**6 + 2*A**5 - 2*A**4 - A**3 + A**2 - 1,7_410,7_1768,False,False,True,unlikely
7_768,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 f0 d0) d=X(c3 e1 b3 b2) e=X(c1 d1 g3 g2) f=X(c2 h0 i3 i2) g=X(i1 i0 e3 e2) h=V(f1) i=X(g1 g0 f3 f2) ['name'='7_768'],-A**24 - A**22 + 2*A**20 + 2*A**18 - 2*A**16 - 3*A**14 + A**12 + 3*A**10 - 2*A**6 + A**2 + 1,-2*t + 4 - 2/t,-A**36 - A**34*L1 + 2*A**32 + 2*A**30*L1 - 2*A**28 - 3*A**26*L1 + A**24 + 3*A**22*L1 - 2*A**18*L1 + A**14*L1 + A**12,-w**5 + w**4 + 2*w**3 - 2*w**2 - 3*w + 2 + 3/w - 1/w**2 - 2/w**3 + w**(-5) + w**(-6),-A**27 + A**26 - 3*A**24 + 3*A**23 + A**22 - 6*A**21 + 5*A**20 + 3*A**19 - 3*A**18 + 2*A**17 + A**16 + A**15 - 3*A**14 + A**13 + 4*A**12 - 4*A**11 + 5*A**9 - 4*A**8 - 3*A**7 + 2*A**6 - 2*A**5 - 4*A**4 - A - 1,7_768,7_1559,False,False,True,unlikely
7_1700,a=V(b0) b=X(a0 c0 d0 e3) c=X(b1 e2 f3 f2) d=X(b2 f1 g3 g2) e=X(g1 h0 c1 b3) f=X(h3 d1 c3 c2) g=X(h1 e0 d3 d2) h=X(e1 g0 i0 f0) i=V(h2) ['name'='7_1700'],A**22 + A**20 - 3*A**18 - 3*A**16 + 3*A**14 + 6*A**12 - 4*A**8 - A**6 + 2*A**4 - 1,t - 2 + 1/t,L1/A**2 + A**(-4) - 3*L1/A**6 - 3/A**8 + 3*L1/A**10 + 6/A**12 - 4/A**16 - L1/A**18 + 2/A**20 - 1/A**24,w**3 + 4*w**2 - 2*w - 7 + 2/w + 5/w**2 - 1/w**3 - 1/w**4,-2*A**24 + 2*A**23 + 4*A**22 - 7*A**21 - A**20 + 9*A**19 - 7*A**18 - 6*A**17 + 8*A**16 - 4*A**15 - 7*A**14 + 3*A**13 - A**11 - 5*A**10 + 7*A**9 + 2*A**8 - 10*A**7 + 9*A**6 + 5*A**5 - 8*A**4 + 3*A**3 + 4*A**2 - 3*A - 1,7_1700,7_948,False,False,True,unlikely
7_822,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 e3 f0) d=X(g3 h3 b3 b2) e=X(c1 h2 f1 c2) f=X(c3 e2 h1 g0) g=X(f3 i0 h0 d0) h=X(g2 f2 e1 d1) i=V(g1) ['name'='7_822'],-A**24 + 3*A**20 + 2*A**18 - 3*A**16 - 4*A**14 + 2*A**12 + 3*A**10 - 2*A**6 + A**2,-t**2 + 2 - 1/t**2,-A**12*L2 + 2*A**8*L2 + A**8 + 2*A**6*L1 - 2*A**4*L2 - A**4 - 4*A**2*L1 + L2 + 1 + 3*L1/A**2 - 2*L1/A**6 + L1/A**10,w**3 - w**2 - 3*w + 4 + 4/w - 3/w**2 - 3/w**3 + w**(-4) + w**(-5),A**26 - 2*A**24 + A**23 + 3*A**22 - 3*A**21 - 4*A**20 + 6*A**19 - 7*A**17 + 5*A**16 + 2*A**15 - 5*A**14 + A**13 + A**12 - A**11 - 6*A**10 + 2*A**9 + 4*A**8 - 7*A**7 + 2*A**6 + 6*A**5 - 4*A**4 - 2*A**3 + 3*A**2 - 2,7_822,7_1379,False,False,True,unlikely
7_404,a=V(b0) b=X(a0 c3 d0 c0) c=X(b3 d3 e0 b1) d=X(b2 f0 e1 c1) e=X(c2 d2 f3 g3) f=X(d1 g2 h0 e2) g=X(h3 h2 f1 e3) h=X(f2 i0 g1 g0) i=V(h1) ['name'='7_404'],-A**18 - 2*A**16 + A**14 + 4*A**12 + A**10 - 3*A**8 - 3*A**6 + A**4 + 2*A**2 + 1,-2*t + 4 - 2/t,-A**30*L1 - 2*A**28 + A**26*L1 + 4*A**24 + A**22*L1 - 3*A**20 - 3*A**18*L1 + A**16 + 2*A**14*L1 + A**12,w**4 - w**3 - 2*w**2 + w + 3 + 1/w - 3/w**2 - 3/w**3 + w**(-4) + 2/w**5 + w**(-6),A**26 - A**25 - 3*A**24 + 3*A**23 + A**22 - 7*A**21 + 5*A**20 + 3*A**19 - 4*A**18 + 3*A**17 + 3*A**16 + 2*A**15 - 3*A**14 + 2*A**13 + 3*A**12 - 6*A**11 - A**10 + 4*A**9 - 5*A**8 - 4*A**7 + 3*A**6 - A**5 - 4*A**4 + A**3 + A**2 - A - 1,7_404,7_1222,False,False,True,unlikely
7_405,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g3 h3 f1 c2) f=X(d1 e2 g0 d2) g=X(f2 h2 h1 e0) h=X(i0 g2 g1 e1) i=V(h0) ['name'='7_405'],A**24 + A**22 - A**20 - 3*A**18 + 4*A**14 + 4*A**12 - 2*A**10 - 4*A**8 - A**6 + A**4 + A**2,0,1 + L1/A**2 - 1/A**4 - 3*L1/A**6 - L2/A**8 + A**(-8) + 4*L1/A**10 + 3*L2/A**12 + A**(-12) - 2*L1/A**14 - 3*L2/A**16 - 1/A**16 - L1/A**18 + L2/A**20 + L1/A**22,-w**6 - w**5 + 2*w**4 + 3*w**3 + w**2 - 3*w - 4 + 1/w + 4/w**2 - 1/w**4,-A**28 + 3*A**26 - 4*A**24 + 3*A**23 + 6*A**22 - 4*A**21 - 4*A**20 + 9*A**19 - 8*A**17 + 6*A**16 + 3*A**15 - 6*A**14 + 2*A**13 + 4*A**12 - 6*A**10 + 5*A**9 + 5*A**8 - 11*A**7 + A**6 + 6*A**5 - 4*A**4 - 2*A**3 + 3*A**2 + A - 1,7_405,7_230,False,False,True,unlikely
7_406,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(e3 f0 c1 b3) e=X(c2 g3 f1 d0) f=X(d1 e2 h3 h2) g=X(h1 h0 i0 e1) h=X(g1 g0 f3 f2) i=V(g2) ['name'='7_406'],A**22 + A**20 - A**18 - 3*A**16 + A**14 + 4*A**12 - 4*A**8 - 2*A**6 + 2*A**4 + 2*A**2,-t**2 - t + 4 - 1/t - 1/t**2,A**16 + A**14*L1 - A**12 - 3*A**10*L1 + A**8 + 4*A**6*L1 - 4*A**2*L1 - L2 - 1 + 2*L1/A**2 + L2/A**4 + A**(-4),2*w**3 - w**2 - 6*w + 1 + 5/w + 2/w**2 - 1/w**3 - 1/w**4,-A**28 + A**27 + 2*A**26 - 2*A**25 - 2*A**24 + 6*A**23 - A**22 - 8*A**21 + 6*A**20 - 7*A**18 + 2*A**17 + 2*A**16 - 4*A**14 + 4*A**13 + 3*A**12 - 8*A**11 + 2*A**10 + 5*A**9 - 6*A**8 - 2*A**7 + 5*A**6 - A**5 - 3*A**4 + 2*A**3 + A**2 - A - 1,7_406,7_70,False,False,True,unlikely
7_412,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g0 h0 f1 c2) f=X(d1 e2 h3 d2) g=X(e0 h2 h1 i0) h=X(e1 g2 g1 f2) i=V(g3) ['name'='7_412'],A**24 + A**22 - A**20 - 4*A**18 + 6*A**14 + 4*A**12 - 4*A**10 - 5*A**8 + A**6 + 3*A**4 - 1,0,1 + L1/A**2 - 1/A**4 - 4*L1/A**6 + 6*L1/A**10 + 4/A**12 - 4*L1/A**14 - 5/A**16 + L1/A**18 + 3/A**20 - 1/A**24,-w**6 - 2*w**5 + w**4 + 5*w**3 + 3*w**2 - 5*w - 5 + 3/w + 4/w**2 - 1/w**3 - 1/w**4,A**27 - 4*A**25 + A**24 + 7*A**23 - 7*A**22 - 7*A**21 + 13*A**20 - A**19 - 16*A**18 + 10*A**17 + 6*A**16 - 15*A**15 + 2*A**14 + 8*A**13 - 6*A**12 - 5*A**11 + 5*A**10 + 8*A**9 - 13*A**8 + 18*A**6 - 12*A**5 - 5*A**4 + 12*A**3 - 4*A**2 - 4*A + 2,7_412,7_853,False,False,True,unlikely
7_1093,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f3 g0 c1 b3) e=X(c2 h3 f1 f0) f=X(e3 e2 g1 d0) g=X(d1 f2 h2 h0) h=X(g3 i0 g2 e1) i=V(h1) ['name'='7_1093'],-A**20 - 2*A**18 + 5*A**14 + 3*A**12 - 4*A**10 - 5*A**8 + A**6 + 4*A**4 + A**2 - 1,-2*t + 4 - 2/t,-A**26*L1 - A**24*L2 - A**24 + 3*A**20*L2 + 2*A**20 + 3*A**18*L1 - 3*A**16*L2 - A**16 - 5*A**14*L1 + A**12*L2 + 4*A**10*L1 + A**8 - A**6*L1,-w**3 + 2*w**2 + 2*w - 5 - 4/w + 4/w**2 + 4/w**3 - 1/w**5,-A**27 + A**26 + 3*A**25 - 4*A**24 - 4*A**23 + 9*A**22 - 2*A**21 - 11*A**20 + 10*A**19 + 5*A**18 - 11*A**17 + 6*A**16 + 7*A**15 - 5*A**14 - A**13 + 3*A**12 + 4*A**11 - 11*A**10 - A**9 + 10*A**8 - 13*A**7 - 4*A**6 + 11*A**5 - 5*A**4 - 4*A**3 + 3*A**2 - 1,7_1093,7_1934,False,False,True,unlikely
