name,native notation,kbsm,affine,arrow,mock,yamada,flip,mirror,unique,mutant,kiral,rotatable,page,em,pd
7_152,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 f0 f3 e1) e=X(c1 d3 g3 c2) f=X(d1 g2 h0 d2) g=X(h3 h2 f1 e2) h=X(f2 i0 g1 g0) i=V(h1) ['name'='7_152'],-A**26 + 2*A**22 + A**20 - 3*A**18 - 4*A**16 + 2*A**14 + 5*A**12 + A**10 - 3*A**8 - A**6 + A**4 + A**2,-t + 2 - 1/t,-A**32 + 2*A**28 + A**26*L1 - 3*A**24 - 4*A**22*L1 + 2*A**20 + 5*A**18*L1 + A**16 - 3*A**14*L1 - A**12 + A**10*L1 + A**8,-w**3 + 3*w**2 + 4*w - 4 - 6/w + 3/w**3 + 2/w**4,A**26 - 4*A**24 + 6*A**22 - 5*A**21 - 5*A**20 + 10*A**19 + A**18 - 9*A**17 + 8*A**16 + 4*A**15 - 6*A**14 + 2*A**13 + 3*A**12 + A**11 - 8*A**10 + 4*A**9 + 5*A**8 - 13*A**7 + 7*A**5 - 7*A**4 - 3*A**3 + 4*A**2 - 2,7_152,*,False,False,True,unlikely,271,"b0,a0c0c3d0,b1e0e3b2,b3f0f3e1,c1d3g3c2,d1g2h0d2,h3h2f1e2,f2i0g1g0,h1","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[4,8,9,5],X[6,10,11,7],X[12,13,10,9],X[11,14,13,12],V[14]"
7_111,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 f0 b2) d=X(f3 e2 e1 b3) e=X(c1 d2 d1 g3) f=X(c2 g2 h3 d0) g=X(h1 h0 f1 e3) h=X(g1 g0 i0 f2) i=V(h2) ['name'='7_111'],A**24 + A**22 - A**18 - 2*A**16 + 2*A**12 + A**10 - A**8 - A**6 + A**2,2*t - 4 + 2/t,A**6*L1 + A**4 - 1 - 2*L1/A**2 + 2*L1/A**6 + A**(-8) - L1/A**10 - 1/A**12 + A**(-16),w**3 + w**2 + w + 1 - 3/w - 1/w**2 + w**(-3),A**27 - A**25 + A**24 + A**23 - A**22 - A**21 + 2*A**19 - 2*A**18 - A**17 + 4*A**16 + 3*A**13 + A**9 - A**8 - 3*A**7 + 2*A**6 + A**5 - 2*A**4 + A**3 + 2*A**2 - 1,7_111,*,False,False,True,unlikely,230,"b0,a0c0c3d3,b1e0f0b2,f3e2e1b3,c1d2d1g3,c2g2h3d0,h1h0f1e3,g1g0i0f2,h2","V[0],X[0,1,2,3],X[1,4,5,2],X[6,7,8,3],X[4,8,7,9],X[5,10,11,6],X[12,13,10,9],X[13,12,14,11],V[14]"
7_188,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f0 b2) d=X(b3 g0 g3 e0) e=X(d3 g2 f1 c1) f=X(c2 e2 h3 h1) g=X(d1 h0 e1 d2) h=X(g1 f3 i0 f2) i=V(h2) ['name'='7_188'],-A**24 + 2*A**20 - 4*A**16 - A**14 + 5*A**12 + 4*A**10 - 2*A**8 - 3*A**6 + A**2,-t**2 - t + 4 - 1/t - 1/t**2,-A**18*L1 + 2*A**14*L1 - A**12*L2 + A**12 - 4*A**10*L1 + A**8*L2 - 2*A**8 + 5*A**6*L1 + 4*A**4 - 2*A**2*L1 - 3 + A**(-4),w**3 + w**2 - 5*w - 3 + 6/w + 4/w**2 - 2/w**3 - 1/w**4,A**25 + A**24 - 4*A**23 + 2*A**22 + 6*A**21 - 8*A**20 - A**19 + 10*A**18 - 7*A**17 - 3*A**16 + 6*A**15 - 3*A**14 - 2*A**13 - 2*A**12 + 5*A**11 - 3*A**10 - 7*A**9 + 8*A**8 - A**7 - 9*A**6 + 6*A**5 + 3*A**4 - 6*A**3 + A**2 + 2*A - 1,7_188,*,False,False,True,unlikely,307,"b0,a0c0c3d0,b1e3f0b2,b3g0g3e0,d3g2f1c1,c2e2h3h1,d1h0e1d2,g1f3i0f2,h2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[8,9,10,4],X[5,10,11,12],X[6,13,9,7],X[13,12,14,11],V[14]"
7_174,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(e3 f0 c1 b3) e=X(c2 g3 f1 d0) f=X(d1 e2 h3 h2) g=X(h1 h0 i0 e1) h=X(g1 g0 f3 f2) i=V(g2) ['name'='7_174'],A**22 + A**20 - A**18 - 3*A**16 + A**14 + 4*A**12 - 4*A**8 - 2*A**6 + 2*A**4 + 2*A**2,-t**2 - t + 4 - 1/t - 1/t**2,A**16 + A**14*L1 - A**12 - 3*A**10*L1 + A**8 + 4*A**6*L1 - 4*A**2*L1 - L2 - 1 + 2*L1/A**2 + L2/A**4 + A**(-4),2*w**3 - w**2 - 6*w + 1 + 5/w + 2/w**2 - 1/w**3 - 1/w**4,-A**28 + A**27 + 2*A**26 - 2*A**25 - 2*A**24 + 6*A**23 - A**22 - 8*A**21 + 6*A**20 - 7*A**18 + 2*A**17 + 2*A**16 - 4*A**14 + 4*A**13 + 3*A**12 - 8*A**11 + 2*A**10 + 5*A**9 - 6*A**8 - 2*A**7 + 5*A**6 - A**5 - 3*A**4 + 2*A**3 + A**2 - A - 1,7_174,*,False,False,True,unlikely,293,"b0,a0c0c3d3,b1d2e0b2,e3f0c1b3,c2g3f1d0,d1e2h3h2,h1h0i0e1,g1g0f3f2,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[6,7,4,3],X[5,8,9,6],X[7,9,10,11],X[12,13,14,8],X[13,12,11,10],V[14]"
7_272,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 e3 f0 c1) e=X(c2 g0 g3 d1) f=X(d2 h0 h3 g1) g=X(e1 f3 h1 e2) h=X(f1 g2 i0 f2) i=V(h2) ['name'='7_272'],A**22 + A**20 - 2*A**18 - 4*A**16 + 2*A**14 + 6*A**12 + 2*A**10 - 4*A**8 - 3*A**6 + A**4 + A**2,0,A**4 + A**2*L1 - 2 - 4*L1/A**2 - L2/A**4 + 3/A**4 + 6*L1/A**6 + 3*L2/A**8 - 1/A**8 - 4*L1/A**10 - 3*L2/A**12 + L1/A**14 + L2/A**16,w**5 - 4*w**3 + 6*w + 1 - 4/w + w**(-3),-A**26 + A**25 + 2*A**24 - 5*A**23 + 2*A**22 + 9*A**21 - 10*A**20 - A**19 + 13*A**18 - 8*A**17 - 3*A**16 + 8*A**15 - 2*A**14 - 2*A**13 - A**12 + 8*A**11 - A**10 - 8*A**9 + 11*A**8 - 12*A**6 + 7*A**5 + 3*A**4 - 8*A**3 + 2*A**2 + 3*A - 1,7_272,*,False,False,True,unlikely,391,"b0,a0c0c3d0,b1d3e0b2,b3e3f0c1,c2g0g3d1,d2h0h3g1,e1f3h1e2,f1g2i0f2,h2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[5,8,9,6],X[7,10,11,12],X[8,12,13,9],X[10,13,14,11],V[14]"
7_73,a=V(b0) b=X(a0 c0 d3 e0) c=X(b1 e3 f0 g0) d=X(g3 h0 e1 b2) e=X(b3 d2 h3 c1) f=V(c2) g=X(c3 i0 i3 d0) h=X(d1 i2 i1 e2) i=X(g1 h2 h1 g2) ['name'='7_73'],-A**26 - A**24 + 2*A**22 + 2*A**20 - 2*A**18 - 3*A**16 + 3*A**14 + 4*A**12 - 2*A**10 - 4*A**8 + A**6 + 3*A**4 - 1,-t + 2 - 1/t,-A**20 - A**18*L1 + 2*A**16 + 2*A**14*L1 - 2*A**12 - 3*A**10*L1 + 3*A**8 + 4*A**6*L1 - 2*A**4 - 4*A**2*L1 + 1 + 3*L1/A**2 - L1/A**6,2*w**4 + 2*w**3 - 5*w**2 - 7*w + 4 + 7/w - 2/w**3,-A**27 + A**26 + A**25 - 3*A**24 + 2*A**23 + 4*A**22 - 6*A**21 + A**20 + 7*A**19 - 6*A**18 - A**17 + 6*A**16 - 4*A**15 - 3*A**14 + 2*A**13 - A**11 - 5*A**10 + 5*A**9 - A**8 - 9*A**7 + 7*A**6 - 6*A**4 + 5*A**3 - 2*A + 1,7_73,*,False,False,True,unlikely,192,"b0,a0c0d3e0,b1e3f0g0,g3h0e1b2,b3d2h3c1,c2,c3i0i3d0,d1i2i1e2,g1h2h1g2","V[0],X[0,1,2,3],X[1,4,5,6],X[7,8,9,2],X[3,9,10,4],V[5],X[6,11,12,7],X[8,13,14,10],X[11,14,13,12]"
7_301,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(f2 g3 d1 c2) f=X(h0 g0 e0 d2) g=X(f1 h2 h1 e1) h=X(f0 g2 g1 i0) i=V(h3) ['name'='7_301'],A**18 + A**16 - A**14 - 3*A**12 - 2*A**10 + 2*A**8 + 3*A**6 + A**4 - A**2,-t**2 + 2 - 1/t**2,A**18*L1 + A**16 - A**14*L1 - A**12*L2 - 2*A**12 - 2*A**10*L1 + A**8*L2 + A**8 + 3*A**6*L1 + A**4 - A**2*L1,-w**2 - w + 3 + 2/w - 1/w**2 - 1/w**3,A**23 - A**22 - 2*A**21 + 2*A**20 - 3*A**18 + 2*A**17 + 2*A**16 - 3*A**15 + 2*A**14 + 2*A**13 - A**12 + A**11 + 3*A**9 - 2*A**8 + 4*A**6 - 3*A**5 - A**4 + 3*A**3 - A**2 + 1,7_301,*,False,False,True,unlikely,420,"b0,a0c0c3d0,b1d3e3b2,b3e2f3c1,f2g3d1c2,h0g0e0d2,f1h2h1e1,f0g2g1i0,h3","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[8,9,6,5],X[10,11,8,7],X[11,12,13,9],X[10,13,12,14],V[14]"
7_151,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g3 g2 f1 c2) f=X(d1 e2 h0 d2) g=X(h3 h2 e1 e0) h=X(f2 i0 g1 g0) i=V(h1) ['name'='7_151'],-A**25 + 2*A**21 + A**19 - 4*A**17 - 3*A**15 + 3*A**13 + 5*A**11 - A**9 - 4*A**7 - A**5 + A**3 + A,-t + 2 - 1/t,A**4 - 2 - L1/A**2 + 4/A**4 + 3*L1/A**6 - 3/A**8 - 5*L1/A**10 + A**(-12) + 4*L1/A**14 + A**(-16) - L1/A**18 - 1/A**20,-2*w**4 - 3*w**3 + 4*w**2 + 6*w - 2 - 4/w + w**(-2) + w**(-3),A**27 - A**26 - 3*A**25 + 5*A**24 + 2*A**23 - 11*A**22 + 5*A**21 + 7*A**20 - 13*A**19 + 7*A**17 - 6*A**16 - 3*A**15 + 2*A**14 + 5*A**13 - 6*A**12 - 2*A**11 + 12*A**10 - 7*A**9 - 7*A**8 + 11*A**7 - A**6 - 7*A**5 + 4*A**4 + 3*A**3 - 3*A**2 - A + 1,7_151,*,False,False,True,unlikely,270,"b0,a0c0c3d0,b1d3e3b2,b3f0f3c1,g3g2f1c2,d1e2h0d2,h3h2e1e0,f2i0g1g0,h1","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[8,9,10,5],X[6,10,11,7],X[12,13,9,8],X[11,14,13,12],V[14]"
7_298,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 f3 e1 c1) e=X(c2 d2 g0 f0) f=X(e3 h3 g1 d1) g=X(e2 f2 h1 h0) h=X(g3 g2 i0 f1) i=V(h2) ['name'='7_298'],2*A**14 + 2*A**12 - 3*A**8 - 2*A**6 + A**2 + 1,t**2 - 2 + t**(-2),L2/A**4 + A**(-4) + 2*L1/A**6 - L2/A**8 + A**(-8) - 3*L1/A**10 - 2/A**12 + A**(-16) + L1/A**18,w + 1 - 2/w + w**(-3),A**27 + A**23 + 2*A**22 - A**21 + A**20 + 3*A**19 - A**18 + A**15 - 2*A**14 - A**13 + A**12 - 2*A**11 + 2*A**9 + A**8 - A**7 + A**6 + 2*A**5 - A**4 - A**3 + A**2 - 1,7_298,*,False,False,True,unlikely,417,"b0,a0c0c3d0,b1d3e0b2,b3f3e1c1,c2d2g0f0,e3h3g1d1,e2f2h1h0,g3g2i0f1,h2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[5,7,8,9],X[9,10,11,6],X[8,11,12,13],X[13,12,14,10],V[14]"
5_7,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f0) e=X(c1 f3 f1 d2) f=X(d3 e2 g0 e1) g=V(f2) ['name'='5_7'],-A**18 + 2*A**14 + A**12 - 2*A**10 - A**8 + 2*A**6 + 2*A**4 - A**2 - 1,0,-A**6*L1 + 2*A**2*L1 + 1 - 2*L1/A**2 - 1/A**4 + 2*L1/A**6 + 2/A**8 - L1/A**10 - 1/A**12,-w**3 + 3*w + 2 - 3/w - 2/w**2 + w**(-3) + w**(-4),-A**21 + A**20 + A**19 - 3*A**18 + A**17 + 2*A**16 - 2*A**15 + 2*A**14 + 3*A**13 + 2*A**11 + 2*A**9 - A**8 - A**7 + 3*A**6 - 2*A**5 - 2*A**4 + 2*A**3 - A**2 - A + 1,5_7,*,False,False,True,unlikely,19,"b0,a0c0c3d0,b1e0d1b2,b3c2e3f0,c1f3f1d2,d3e2g0e1,f2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[7,9,10,8],V[10]"
7_276,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(g3 g2 d1 c2) f=X(h3 h2 g0 d2) g=X(f2 h0 e1 e0) h=X(g1 i0 f1 f0) i=V(h1) ['name'='7_276'],-A**25 + 3*A**21 + 2*A**19 - 4*A**17 - 6*A**15 + A**13 + 6*A**11 + 2*A**9 - 3*A**7 - 2*A**5 + A,2*t - 4 + 2/t,A**10*L1 - 3*A**6*L1 - A**4*L2 - A**4 + 4*A**2*L1 + 3*L2 + 3 - L1/A**2 - 3*L2/A**4 - 3/A**4 - 2*L1/A**6 + L2/A**8 + 2/A**8 + 2*L1/A**10 - L1/A**14,w**5 + 2*w**4 - 2*w**3 - 5*w**2 + 2*w + 7 - 3/w**2 - 1/w**3,A**27 - 2*A**26 - 3*A**25 + 8*A**24 - A**23 - 13*A**22 + 14*A**21 + 7*A**20 - 18*A**19 + 8*A**18 + 9*A**17 - 10*A**16 - A**15 + 5*A**14 + 4*A**13 - 10*A**12 + 2*A**11 + 15*A**10 - 13*A**9 - 4*A**8 + 18*A**7 - 7*A**6 - 9*A**5 + 9*A**4 + A**3 - 5*A**2 + 1,7_276,*,False,False,True,unlikely,395,"b0,a0c0c3d0,b1d3e3b2,b3e2f3c1,g3g2d1c2,h3h2g0d2,f2h0e1e0,g1i0f1f0,h1","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[8,9,6,5],X[10,11,12,7],X[12,13,9,8],X[13,14,11,10],V[14]"
6_27,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 d3 e3) d=X(b2 e2 f3 c2) e=X(g3 g2 d1 c3) f=X(g1 g0 h0 d2) g=X(f1 f0 e1 e0) h=V(f2) ['name'='6_27'],A**16 + A**14 - 2*A**10 + 2*A**6 + A**4 - A**2 - 1,2*t**2 + t - 6 + 1/t + 2/t**2,A**(-8) + L1/A**10 + L2/A**12 - 1/A**12 - 2*L1/A**14 - L2/A**16 + A**(-16) + 2*L1/A**18 + L2/A**20 - L1/A**22 - L2/A**24,2*w**4 + 2*w**3 - w**2 - 3*w - 2 + 1/w + 2/w**2,-A**24 - A**22 - 2*A**21 - 2*A**18 + A**16 - 2*A**15 + A**13 - A**12 + A**11 - A**10 + 2*A**9 - A**8 - A**7 + 2*A**6 - 2*A**5 - A**4 + A**3 + 1,6_27,*,False,False,True,unlikely,64,"b0,a0c0d0c1,b1b3d3e3,b2e2f3c2,g3g2d1c3,g1g0h0d2,f1f0e1e0,f2","V[0],X[0,1,2,3],X[1,3,4,5],X[2,6,7,4],X[8,9,6,5],X[10,11,12,7],X[11,10,9,8],V[12]"
7_240,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(e3 f0 c1 b3) e=X(c2 g0 f1 d0) f=X(d1 e2 g3 h3) g=X(e1 h2 h1 f2) h=X(i0 g2 g1 f3) i=V(h0) ['name'='7_240'],A**24 + 2*A**22 - 4*A**18 - 4*A**16 + 2*A**14 + 6*A**12 + A**10 - 3*A**8 - 2*A**6 + A**4 + A**2,-t**2 + 2 - 1/t**2,A**12 + 2*A**10*L1 + A**8*L2 - A**8 - 4*A**6*L1 - 4*A**4*L2 + 2*A**2*L1 + 5*L2 + 1 + L1/A**2 - 3*L2/A**4 - 2*L1/A**6 + L2/A**8 + L1/A**10,w**5 - 3*w**3 - 2*w**2 + 3*w + 6 - 4/w**2 - 2/w**3 + w**(-4) + w**(-5),-A**28 + 3*A**26 - 6*A**24 + 3*A**23 + 7*A**22 - 8*A**21 - 4*A**20 + 12*A**19 - 2*A**18 - 11*A**17 + 8*A**16 + A**15 - 10*A**14 + A**13 + 4*A**12 - A**11 - 8*A**10 + 9*A**9 + 6*A**8 - 14*A**7 + 4*A**6 + 8*A**5 - 7*A**4 - 2*A**3 + 4*A**2 - 2,7_240,*,False,False,True,unlikely,359,"b0,a0c0c3d3,b1d2e0b2,e3f0c1b3,c2g0f1d0,d1e2g3h3,e1h2h1f2,i0g2g1f3,h0","V[0],X[0,1,2,3],X[1,4,5,2],X[6,7,4,3],X[5,8,9,6],X[7,9,10,11],X[8,12,13,10],X[14,13,12,11],V[14]"
7_280,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 f3 g0 c1) e=X(c2 g3 h3 f0) f=X(e3 h2 h1 d1) g=X(d2 h0 i0 e1) h=X(g1 f2 f1 e2) i=V(g2) ['name'='7_280'],-A**17 - A**15 + 2*A**13 + 2*A**11 - A**9 - 3*A**7 - A**5 + A**3 + A,t - 2 + 1/t,A**2*L1 + 1 - 2*L1/A**2 - 2/A**4 + L1/A**6 + 3/A**8 + L1/A**10 - 1/A**12 - L1/A**14,-w**3 - w**2 + 2*w + 4 - 2/w**2 - 1/w**3,A**23 - A**22 - A**21 + 3*A**20 - A**19 - A**18 + 4*A**17 + 2*A**13 - A**11 + 3*A**10 - 2*A**8 + A**7 + A**6 - 2*A**5 - A**4 + 2*A**3 - A**2 - A + 1,7_280,*,False,False,True,unlikely,399,"b0,a0c0c3d0,b1d3e0b2,b3f3g0c1,c2g3h3f0,e3h2h1d1,d2h0i0e1,g1f2f1e2,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[5,8,9,10],X[10,11,12,6],X[7,13,14,8],X[13,12,11,9],V[14]"
6_54,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 d1 b2) d=X(b3 c2 f0 e0) e=X(d3 g3 f1 c1) f=X(d2 e2 g1 g0) g=X(f3 f2 h0 e1) h=V(g2) ['name'='6_54'],-A**19 - A**17 + 2*A**13 + A**11 - 2*A**9 - 2*A**7 + A**3 + A,2*t - 4 + 2/t,A**(-8) + L1/A**10 - 2*L1/A**14 - 1/A**16 + 2*L1/A**18 + 2/A**20 - 1/A**24 - L1/A**26,w**4 + w**3 + w**2 - w - 2 + 1/w + w**(-2) - 1/w**3,A**25 + A**24 + A**23 + 2*A**21 + 2*A**20 - 2*A**19 + A**18 + 2*A**17 - 2*A**16 + A**15 + A**14 + 2*A**13 - A**12 + A**10 - 3*A**9 - A**8 + A**7 - A**6 - 2*A**5 + A**4 + A**3 - A**2 + 1,6_54,*,False,False,True,unlikely,91,"b0,a0c0c3d0,b1e3d1b2,b3c2f0e0,d3g3f1c1,d2e2g1g0,f3f2h0e1,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[7,8,9,4],X[6,9,10,11],X[11,10,12,8],V[12]"
7_251,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 e1) e=X(c1 d3 g0 f0) f=X(e3 h3 g1 d2) g=X(e2 f2 h1 h0) h=X(g3 g2 i0 f1) i=V(h2) ['name'='7_251'],A**21 + A**19 - 3*A**17 - 3*A**15 + 2*A**13 + 5*A**11 - 4*A**7 - 2*A**5 + A**3 + A,-t**2 - t + 4 - 1/t - 1/t**2,-A**12*L2 - A**10*L1 + 2*A**8*L2 + A**8 + 3*A**6*L1 - 2*A**4*L2 - 5*A**2*L1 + L2 - 1 + 4*L1/A**2 + 2/A**4 - L1/A**6 - 1/A**8,w**4 + w**3 - 3*w**2 - 4*w + 3 + 5/w + w**(-2) - 3/w**3 - 2/w**4 + w**(-5) + w**(-6),A**28 + A**27 - A**26 - 2*A**25 + 3*A**24 + 2*A**23 - 8*A**22 + 2*A**21 + 8*A**20 - 9*A**19 - 2*A**18 + 7*A**17 - 4*A**16 - 3*A**15 + A**14 + 4*A**13 - 5*A**12 - 3*A**11 + 9*A**10 - 4*A**9 - 7*A**8 + 7*A**7 + A**6 - 7*A**5 + A**4 + 4*A**3 - 2*A**2 - A + 1,7_251,*,False,False,True,unlikely,370,"b0,a0c0c3d0,b1e0d1b2,b3c2f3e1,c1d3g0f0,e3h3g1d2,e2f2h1h0,g3g2i0f1,h2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,7,8,9],X[9,10,11,6],X[8,11,12,13],X[13,12,14,10],V[14]"
7_259,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(e3 f0 c1 b3) e=X(c2 g0 g3 d0) f=X(d1 g2 h0 h2) g=X(e1 h1 f1 e2) h=X(f2 g1 f3 i0) i=V(h3) ['name'='7_259'],A**18 + 2*A**16 + A**14 - 3*A**12 - 3*A**10 + A**8 + 4*A**6 + A**4 - 2*A**2 - 1,2*t - 4 + 2/t,A**(-12) + 2*L1/A**14 + A**(-16) - 3*L1/A**18 - 3/A**20 + L1/A**22 + 4/A**24 + L1/A**26 - 2/A**28 - L1/A**30,w**6 + 2*w**5 + w**4 - 3*w**3 - 3*w**2 + w + 3 + 1/w - 2/w**2 - 1/w**3 + w**(-4),-A**26 - A**25 + A**24 + A**23 - 4*A**22 - A**21 + 3*A**20 - 4*A**19 - 5*A**18 + 4*A**17 - A**16 - 6*A**15 + 3*A**14 + 2*A**13 - 3*A**12 + 2*A**11 + 3*A**10 + 3*A**9 - 4*A**8 + 3*A**7 + 5*A**6 - 7*A**5 + A**4 + 3*A**3 - 3*A**2 - A + 1,7_259,*,False,False,True,unlikely,378,"b0,a0c0c3d3,b1d2e0b2,e3f0c1b3,c2g0g3d0,d1g2h0h2,e1h1f1e2,f2g1f3i0,h3","V[0],X[0,1,2,3],X[1,4,5,2],X[6,7,4,3],X[5,8,9,6],X[7,10,11,12],X[8,13,10,9],X[11,13,12,14],V[14]"
6_60,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e0 b2) d=X(f3 f2 c1 b3) e=X(c2 f1 g3 g1) f=X(g0 e1 d1 d0) g=X(f0 e3 h0 e2) h=V(g2) ['name'='6_60'],A**17 + 2*A**15 - 3*A**11 - 3*A**9 + A**7 + 2*A**5 - A,-t**2 - t + 4 - 1/t - 1/t**2,-A**20*L2 - 2*A**18*L1 + A**16*L2 - A**16 + 3*A**14*L1 + 3*A**12 - A**10*L1 - 2*A**8 + A**4,w**2 - 2*w - 2 + 3/w + 2/w**2 - 1/w**3,-A**23 + 2*A**21 - 2*A**19 + 3*A**18 + A**17 - 3*A**16 + A**15 + 2*A**14 - 2*A**13 + 2*A**11 - 2*A**10 - A**9 - 2*A**8 + 2*A**7 - 3*A**6 - 2*A**5 + 4*A**4 - 3*A**3 - 2*A**2 + A - 1,6_60,*,False,False,True,unlikely,97,"b0,a0c0c3d3,b1d2e0b2,f3f2c1b3,c2f1g3g1,g0e1d1d0,f0e3h0e2,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[6,7,4,3],X[5,8,9,10],X[11,8,7,6],X[11,10,12,9],V[12]"
6_72,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 e3 f0 c1) e=X(c2 g3 f1 d1) f=X(d2 e2 g1 g0) g=X(f3 f2 h0 e1) h=V(g2) ['name'='6_72'],-A**17 + A**13 + A**11 - 2*A**9 - 2*A**7 + A**3 + A,t**2 - 2 + t**(-2),A**(-4) - 1/A**8 - L1/A**10 + 2/A**12 + 2*L1/A**14 + L2/A**16 - 1/A**16 - L1/A**18 - L2/A**20,-w**3 + w**2 + 2*w - 1 - 1/w + w**(-2),A**23 + A**21 + 2*A**20 - A**19 + A**18 + 2*A**17 - A**16 + A**15 + A**13 - A**12 + 2*A**10 + A**7 - A**6 - 2*A**5 - A**2 + 1,6_72,*,False,False,True,unlikely,109,"b0,a0c0c3d0,b1d3e0b2,b3e3f0c1,c2g3f1d1,d2e2g1g0,f3f2h0e1,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[5,8,9,6],X[7,9,10,11],X[11,10,12,8],V[12]"
6_59,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f3 b2) d=X(b3 g0 e1 e0) e=X(d3 d2 f0 c1) f=X(e2 g3 g1 c2) g=X(d1 f2 h0 f1) h=V(g2) ['name'='6_59'],-A**19 + 2*A**15 + A**13 - 2*A**11 - 3*A**9 + A**7 + 2*A**5 - A,-t**2 + t + 1/t - 1/t**2,A**10*L1 - 2*A**6*L1 - A**4*L2 + 2*A**2*L1 + 2*L2 + 1 - L1/A**2 - 2*L2/A**4 + L2/A**8,w**5 + w**4 - 2*w**3 - 2*w**2 + 2*w + 3 - 1/w - 1/w**2,A**23 - 2*A**21 + A**20 + 2*A**19 - 3*A**18 - A**17 + 3*A**16 - 2*A**15 - 2*A**14 + A**13 - 2*A**12 - A**11 - 2*A**10 + 2*A**9 - A**8 - 3*A**7 + 4*A**6 - 2*A**4 + 2*A**3 + A**2 - A - 1,6_59,*,False,False,True,unlikely,96,"b0,a0c0c3d0,b1e3f3b2,b3g0e1e0,d3d2f0c1,e2g3g1c2,d1f2h0f1,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[8,7,9,4],X[9,10,11,5],X[6,11,12,10],V[12]"
7_13,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f0) e=X(c1 g3 f1 d2) f=X(d3 e2 h3 h2) g=X(h1 h0 i0 e1) h=X(g1 g0 f3 f2) i=V(g2) ['name'='7_13'],A**27 - 2*A**23 + 3*A**19 - 4*A**15 - A**13 + 4*A**11 + A**9 - 3*A**7 - 2*A**5 + A**3 + A,-t + 2 - 1/t,-A**18*L1 + 2*A**14*L1 - 3*A**10*L1 + 4*A**6*L1 + A**4 - 4*A**2*L1 - 1 + 3*L1/A**2 + 2/A**4 - L1/A**6 - 1/A**8,-w**5 + 3*w**3 - 5*w + 5/w + 2/w**2 - 3/w**3 - 2/w**4 + w**(-5) + w**(-6),A**26 - 2*A**25 + 3*A**23 - 5*A**22 + 6*A**20 - 5*A**19 - A**18 + 5*A**17 - 2*A**16 - A**15 + 4*A**13 - 2*A**11 + 7*A**10 - 5*A**8 + 5*A**7 + A**6 - 4*A**5 + A**4 + 2*A**3 - 2*A**2 - A + 1,7_13,*,False,False,True,unlikely,132,"b0,a0c0c3d0,b1e0d1b2,b3c2e3f0,c1g3f1d2,d3e2h3h2,h1h0i0e1,g1g0f3f2,g2","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[7,9,10,11],X[12,13,14,8],X[13,12,11,10],V[14]"
