name,native notation,kbsm,affine,arrow,mock,yamada,flip,mirror,unique,mutant,kiral,rotatable,page,em,pd
6_11,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 e2 f3 f2) e=X(c1 g0 d1 c2) f=X(g3 g1 d3 d2) g=X(e1 f1 h0 f0) h=V(g2) ['name'='6_11'],A**22 + A**20 - A**18 - A**16 + 2*A**14 + 2*A**12 - 2*A**10 - 3*A**8 + A**6 + 2*A**4 - 1,3*t - 6 + 3/t,A**(-8) + L1/A**10 - 1/A**12 - L1/A**14 + 2/A**16 + 2*L1/A**18 - 2/A**20 - 3*L1/A**22 + A**(-24) + 2*L1/A**26 - L1/A**30,2*w**4 + 2*w**3 - 2*w**2 - 3*w + 2 + 3/w - 1/w**2 - 2/w**3,-A**24 - A**22 - 3*A**21 - 5*A**18 + A**17 + 2*A**16 - 3*A**15 + A**14 + 2*A**13 - A**12 + A**11 + 3*A**9 - A**8 - 2*A**7 + 4*A**6 - 3*A**5 - 2*A**4 + 3*A**3 - A**2 - A + 1,6_11,*,False,False,True,unlikely,48,"(b0, a0c0c3d0, b1e0e3b2, b3e2f3f2, c1g0d1c2, g3g1d3d2, e1f1h0f0, g2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[4,9,6,5],X[10,11,8,7],X[9,11,12,10],V[12]"
6_12,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f0) e=X(c1 g0 g3 d2) f=X(d3 g2 h0 g1) g=X(e1 f3 f1 e2) h=V(f2) ['name'='6_12'],A**22 - 2*A**18 - A**16 + 3*A**14 + 2*A**12 - 2*A**10 - 2*A**8 + 2*A**6 + 2*A**4 - A**2 - 1,0,A**4 - 2 - L1/A**2 + 3/A**4 + 2*L1/A**6 - 2/A**8 - 2*L1/A**10 + 2/A**12 + 2*L1/A**14 - 1/A**16 - L1/A**18,-w**4 - w**3 + 4*w**2 + 3*w - 4 - 3/w + 2/w**2 + w**(-3),-A**24 + A**23 + 2*A**22 - 3*A**21 + 4*A**19 - 3*A**18 + 5*A**16 - A**15 + 3*A**13 + A**11 - 2*A**10 + 3*A**9 - 5*A**7 + 4*A**6 - 4*A**4 + 2*A**3 - A + 1,6_12,*,False,False,True,unlikely,49,"(b0, a0c0c3d0, b1e0d1b2, b3c2e3f0, c1g0g3d2, d3g2h0g1, e1f3f1e2, f2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[7,10,11,12],X[8,12,10,9],V[11]"
6_13,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 f2) e=X(c1 g3 g1 f0) f=X(e3 g0 d3 d2) g=X(f1 e2 h0 e1) h=V(g2) ['name'='6_13'],-A**24 + 2*A**20 + A**18 - 3*A**16 - A**14 + 3*A**12 + 2*A**10 - 2*A**8 - 2*A**6 + A**4 + A**2,-2*t + 4 - 2/t,-A**18*L1 + 2*A**14*L1 + A**12 - 3*A**10*L1 - A**8 + 3*A**6*L1 + 2*A**4 - 2*A**2*L1 - 2 + L1/A**2 + A**(-4),w**3 - 5*w - 2 + 5/w + 4/w**2 - 1/w**3 - 1/w**4,A**24 - A**23 + 3*A**21 - 4*A**20 - A**19 + 5*A**18 - 4*A**17 - A**16 + 3*A**15 - 2*A**14 - A**12 + 2*A**11 - A**10 - 4*A**9 + 3*A**8 - A**7 - 5*A**6 + 3*A**5 + A**4 - 3*A**3 + A**2 + A - 1,6_13,*,False,False,True,unlikely,50,"(b0, a0c0c3d0, b1e0d1b2, b3c2f3f2, c1g3g1f0, e3g0d3d2, f1e2h0e1, g2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,10],X[10,11,7,6],X[11,9,12,8],V[12]"
6_14,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f0) e=X(c1 g0 f1 d2) f=X(d3 e2 g3 g1) g=X(e1 f3 h0 f2) h=V(g2) ['name'='6_14'],A**22 + A**20 - 2*A**18 - 2*A**16 + 2*A**14 + 3*A**12 - 2*A**10 - 3*A**8 + A**6 + 3*A**4 - 1,0,A**10*L1 + A**8 - 2*A**6*L1 - 2*A**4 + 2*A**2*L1 + 3 - 2*L1/A**2 - 3/A**4 + L1/A**6 + 3/A**8 - 1/A**12,-w**3 - 2*w**2 + 3*w + 6 - 3/w - 4/w**2 + w**(-3) + w**(-4),-A**24 + A**23 + A**22 - 3*A**21 + 2*A**20 + 3*A**19 - 6*A**18 + A**17 + 4*A**16 - 5*A**15 + 2*A**13 - 2*A**12 - A**11 - 2*A**10 + 3*A**9 - 2*A**8 - 4*A**7 + 6*A**6 - 2*A**5 - 4*A**4 + 5*A**3 - A**2 - 2*A + 1,6_14,*,False,False,True,unlikely,51,"(b0, a0c0c3d0, b1e0d1b2, b3c2e3f0, c1g0f1d2, d3e2g3g1, e1f3h0f2, g2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[7,9,10,11],X[8,11,12,10],V[12]"
6_15,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f3) e=X(c1 f2 g3 d2) f=X(g1 g0 e1 d3) g=X(f1 f0 h0 e2) h=V(g2) ['name'='6_15'],A**22 + A**20 - 2*A**18 - 2*A**16 + 2*A**14 + 4*A**12 - A**10 - 3*A**8 + 2*A**4 - 1,t - 2 + 1/t,L1/A**2 + A**(-4) - 2*L1/A**6 - 2/A**8 + 2*L1/A**10 + 4/A**12 - L1/A**14 - 3/A**16 + 2/A**20 - 1/A**24,w**3 + 3*w**2 - 2*w - 5 + 2/w + 4/w**2 - 1/w**3 - 1/w**4,A**23 - A**22 - A**21 + 4*A**20 - 4*A**18 + 5*A**17 + 2*A**16 - 4*A**15 + 4*A**14 + 3*A**13 - 2*A**12 + A**11 + 2*A**9 - 4*A**8 + 5*A**6 - 6*A**5 - A**4 + 4*A**3 - 3*A**2 - A + 2,6_15,*,False,False,True,unlikely,52,"(b0, a0c0c3d0, b1e0d1b2, b3c2e3f3, c1f2g3d2, g1g0e1d3, f1f0h0e2, g2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[10,11,8,7],X[11,10,12,9],V[12]"
6_16,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 f3 c1) e=X(g3 g2 f1 c2) f=X(d1 e2 g1 d2) g=X(h0 f2 e1 e0) h=V(g0) ['name'='6_16'],A**22 - 2*A**18 - A**16 + 3*A**14 + 3*A**12 - 2*A**10 - 3*A**8 + A**6 + 2*A**4 - 1,t - 2 + 1/t,A**4 - 2 - L1/A**2 + 3/A**4 + 3*L1/A**6 - 2/A**8 - 3*L1/A**10 + A**(-12) + 2*L1/A**14 - L1/A**18,-w**4 - w**3 + 4*w**2 + 4*w - 3 - 4/w + w**(-2) + w**(-3),A**23 - A**22 - 3*A**21 + 3*A**20 + 2*A**19 - 6*A**18 + 2*A**17 + 3*A**16 - 6*A**15 + 2*A**13 - 3*A**12 - A**11 - A**10 + 3*A**9 - 3*A**8 - 2*A**7 + 7*A**6 - 3*A**5 - 3*A**4 + 5*A**3 - A**2 - 2*A + 1,6_16,*,False,False,True,unlikely,53,"(b0, a0c0c3d0, b1d3e3b2, b3f0f3c1, g3g2f1c2, d1e2g1d2, h0f2e1e0, g0)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[8,9,10,5],X[6,10,11,7],X[12,11,9,8],V[12]"
6_17,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 f0 f3 g0) e=X(c1 g3 f1 c2) f=X(d1 e2 g1 d2) g=X(d3 f2 h0 e1) h=V(g2) ['name'='6_17'],A**22 - A**18 + 3*A**14 + A**12 - 3*A**10 - 2*A**8 + 2*A**6 + 2*A**4 - A**2 - 1,t - 2 + 1/t,A**(-8) - 1/A**12 + 3/A**16 + L1/A**18 - 3/A**20 - 2*L1/A**22 + 2/A**24 + 2*L1/A**26 - 1/A**28 - L1/A**30,2*w**4 + w**3 - 3*w**2 - 2*w + 3 + 2/w - 2/w**2 - 1/w**3 + w**(-4),2*A**23 + A**22 - A**21 + 3*A**20 + 4*A**19 - 3*A**18 + 2*A**17 + 4*A**16 - 3*A**15 + 2*A**13 - 2*A**12 - A**11 - 2*A**10 + 2*A**9 - 2*A**8 - 3*A**7 + 5*A**6 - 2*A**5 - 3*A**4 + 3*A**3 - A + 1,6_17,*,False,False,True,unlikely,54,"(b0, a0c0c3d0, b1e0e3b2, b3f0f3g0, c1g3f1c2, d1e2g1d2, d3f2h0e1, g2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[4,9,10,5],X[6,10,11,7],X[8,11,12,9],V[12]"
6_18,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 e2 f3 c1) e=X(g3 f0 d1 c2) f=X(e1 g2 g1 d2) g=X(h0 f2 f1 e0) h=V(g0) ['name'='6_18'],A**22 - 2*A**18 - A**16 + 3*A**14 + 2*A**12 - 3*A**10 - 3*A**8 + 2*A**6 + 3*A**4 - 1,-t + 2 - 1/t,A**16 - 2*A**12 - A**10*L1 + 3*A**8 + 2*A**6*L1 - 3*A**4 - 3*A**2*L1 + 2 + 3*L1/A**2 - L1/A**6,w**4 + w**3 - 4*w**2 - 4*w + 5 + 4/w - 1/w**2 - 1/w**3,A**23 - A**22 - 2*A**21 + 4*A**20 - 6*A**18 + 5*A**17 + 2*A**16 - 7*A**15 + 3*A**14 + 2*A**13 - 3*A**12 + 2*A**9 - 5*A**8 - A**7 + 6*A**6 - 6*A**5 - 2*A**4 + 6*A**3 - 4*A**2 - 2*A + 2,6_18,*,False,False,True,unlikely,55,"(b0, a0c0c3d0, b1d3e3b2, b3e2f3c1, g3f0d1c2, e1g2g1d2, h0f2f1e0, g0)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,4],X[8,9,6,5],X[9,10,11,7],X[12,11,10,8],V[12]"
6_19,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 e3 f3) e=X(c1 f2 g0 d2) f=X(g3 g2 e1 d3) g=X(e2 h0 f1 f0) h=V(g1) ['name'='6_19'],A**22 + A**20 - A**18 - 2*A**16 + A**14 + 3*A**12 - 3*A**8 - A**6 + A**4 + A**2,t - 2 + 1/t,A**4 + A**2*L1 - 1 - 2*L1/A**2 + A**(-4) + 3*L1/A**6 - 3*L1/A**10 - 1/A**12 + L1/A**14 + A**(-16),-w**4 - w**3 + 2*w**2 + 4*w + 1 - 4/w - 1/w**2 + w**(-3),-A**24 + A**22 - 2*A**21 - 2*A**20 + 4*A**19 - A**18 - 4*A**17 + 3*A**16 - 3*A**14 + A**13 - 3*A**10 + A**9 + 2*A**8 - 5*A**7 + 2*A**6 + 3*A**5 - 3*A**4 + 2*A**2 - 1,6_19,*,False,False,True,unlikely,56,"(b0, a0c0c3d0, b1e0d1b2, b3c2e3f3, c1f2g0d2, g3g2e1d3, e2h0f1f0, g1)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,8,9,6],X[10,11,8,7],X[9,12,11,10],V[12]"
6_20,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 e3 b2) d=X(b3 f0 f3 e1) e=X(c1 d3 g3 c2) f=X(d1 g2 g1 d2) g=X(h0 f2 f1 e2) h=V(g0) ['name'='6_20'],A**23 - A**19 - A**17 + 2*A**15 + 2*A**13 - 2*A**11 - 3*A**9 + 2*A**5 - A,-3*t + 6 - 3/t,-A**26*L1 + A**22*L1 + A**20 - 2*A**18*L1 - 2*A**16 + 2*A**14*L1 + 3*A**12 - 2*A**8 + A**4,w**2 - 3*w - 4 + 3/w + 4/w**2,A**22 - 2*A**20 + 2*A**18 - 3*A**17 - A**16 + 4*A**15 - A**13 + 4*A**12 + A**11 - 2*A**10 + A**9 - A**8 - A**7 - 5*A**6 + A**5 + A**4 - 5*A**3 + 2*A**2 + A - 3,6_20,*,False,False,True,unlikely,57,"(b0, a0c0c3d0, b1e0e3b2, b3f0f3e1, c1d3g3c2, d1g2g1d2, h0f2f1e2, g0)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[4,8,9,5],X[6,10,11,7],X[12,11,10,9],V[12]"
6_21,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 e1) e=X(c1 d3 g3 f0) f=X(e3 g2 g1 d2) g=X(h0 f2 f1 e2) h=V(g0) ['name'='6_21'],A**22 - 2*A**18 - 2*A**16 + 3*A**14 + 3*A**12 - 2*A**10 - 3*A**8 + A**6 + 3*A**4 - 1,-2*t + 4 - 2/t,A**16 - 2*A**12 - 2*A**10*L1 + 3*A**8 + 3*A**6*L1 - 2*A**4 - 3*A**2*L1 + 1 + 3*L1/A**2 - L1/A**6,w**4 + w**3 - 4*w**2 - 5*w + 4 + 5/w - 1/w**3,2*A**23 - 4*A**21 + 3*A**20 + 2*A**19 - 7*A**18 + 2*A**17 + 4*A**16 - 6*A**15 + A**14 + 4*A**13 - A**12 - A**10 + 3*A**9 - 5*A**8 - 5*A**7 + 6*A**6 - 4*A**5 - 4*A**4 + 6*A**3 - A**2 - 2*A + 1,6_21,*,False,False,True,unlikely,58,"(b0, a0c0c3d0, b1e0d1b2, b3c2f3e1, c1d3g3f0, e3g2g1d2, h0f2f1e2, g0)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[4,7,8,9],X[9,10,11,6],X[12,11,10,8],V[12]"
6_22,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 d1 b2) d=X(b3 c2 f0 e0) e=X(d3 g0 f1 c1) f=X(d2 e2 g3 g2) g=X(e1 h0 f3 f2) h=V(g1) ['name'='6_22'],A**22 + A**20 - A**18 - 2*A**16 + 3*A**12 - 2*A**8 - A**6 + A**4 + A**2,0,A**10*L1 + A**8 - A**6*L1 - 2*A**4 + 3 - 2/A**4 - L1/A**6 + A**(-8) + L1/A**10,-2*w**2 + 5 - 2/w**2,-A**24 + A**22 - A**21 - 2*A**20 + 3*A**19 + A**18 - 3*A**17 + 3*A**16 + A**15 - 3*A**14 - A**13 - 2*A**12 - A**11 - 3*A**10 + A**9 + 3*A**8 - 3*A**7 + A**6 + 3*A**5 - 2*A**4 - A**3 + A**2 - 1,6_22,6_22,False,False,False,unlikely,59,"(b0, a0c0c3d0, b1e3d1b2, b3c2f0e0, d3g0f1c1, d2e2g3g2, e1h0f3f2, g1)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,5,6,7],X[7,8,9,4],X[6,9,10,11],X[8,12,11,10],V[12]"
6_23,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f0 b2) d=X(b3 f3 g3 g2) e=X(g1 g0 f1 c1) f=X(c2 e2 h0 d1) g=X(e1 e0 d3 d2) h=V(f2) ['name'='6_23'],A**19 - A**15 + A**11 - A**9 - 2*A**7 - A**5 + A**3 + A,t**2 - t - 1/t + t**(-2),-A**10*L1 + A**6*L1 - A**2*L1 + 1 + 2*L1/A**2 + L2/A**4 - L1/A**6 - L2/A**8,-w**5 - w**4 + w**3 + w**2 - w + 1 + 2/w - 1/w**3,A**20 - A**19 + A**17 - A**16 - A**14 - 2*A**12 - A**11 - A**9 - A**8 - A**6 - A**5 + A**3 + 1,6_23,*,False,False,True,unlikely,60,"(b0, a0c0c3d0, b1e3f0b2, b3f3g3g2, g1g0f1c1, c2e2h0d1, e1e0d3d2, f2)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[9,10,11,4],X[5,11,12,6],X[10,9,8,7],V[12]"
6_24,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f3 b2) d=X(b3 f2 g3 g2) e=X(g1 g0 f0 c1) f=X(e2 h0 d1 c2) g=X(e1 e0 d3 d2) h=V(f1) ['name'='6_24'],-A**18 + A**14 - 2*A**10 + 3*A**6 + 2*A**4 - A**2 - 1,t**2 - 2*t + 2 - 2/t + t**(-2),-A**18*L1 + A**14*L1 - 2*A**10*L1 + 3*A**6*L1 + A**4*L2 + A**4 - A**2*L1 - L2,-w**5 - w**4 + w**3 + w**2 - 2*w + 3/w + w**(-2) - 1/w**3,-A**23 + A**22 + A**21 - 2*A**20 + 3*A**18 - A**17 + 2*A**15 - A**14 - 2*A**12 + A**11 - 2*A**10 - 3*A**9 + A**8 - 2*A**7 - 3*A**6 + A**5 - A**3 + A + 1,6_24,*,False,False,True,unlikely,61,"(b0, a0c0c3d0, b1e3f3b2, b3f2g3g2, g1g0f0c1, e2h0d1c2, e1e0d3d2, f1)","V[0],X[0,1,2,3],X[1,4,5,2],X[3,6,7,8],X[9,10,11,4],X[11,12,6,5],X[10,9,8,7],V[12]"
